us_class	patent
405/128.7	1806
210/188	1807
405/129.95	1808
210/631	1809
366/241	1810
366/165.3	1810
366/279	1810
210/085	1811
210/143	1811
210/747	1811
210/739	1811
210/754	1811
210/266	1811
210/259	1811
210/170	1811
210/762	1812
588/316	1813
210/724	1814
210/739	1814
210/769	1814
405/129.5	1815
405/129.95	1815
405/129.85	1815
405/129.2	1816
588/252	1817
588/256	1817
588/260	1817
210/170	1818
405/129.1	1819
405/129.35	1819
405/129.45	1819
205/637	1820
205/688	1820
205/698	1820
210/603	1820
210/612	1820
210/613	1820
210/748	1821
210/646	1822
423/322	1823
210/710	1823
210/908	1823
210/532.2	1824
705/002	1825
405/129.1	1826
588/252	1827
588/252	1828
405/129.95	1829
405/129.95	1830
210/683	1831
521/025	1832
034/380	1833
405/128.8	1834
037/351	1834
588/251	1834
210/683	1835
423/055	1836
423/058	1836
210/913	1836
264/122	1837
264/109	1837
423/322	1838
210/759	1839
169/046	1840
510/513	1840
252/002	1840
405/128.5	1841
435/262	1842
435/262.5	1842
435/286.6	1842
435/287.5	1842
405/129.2	1842
405/129.5	1842
210/602	1843
210/170	1843
210/747	1843
034/443	1844
210/602	1845
423/080	1846
210/759	1847
405/129.2	1848
405/129.57	1848
405/129.1	1848
205/688	1849
204/242	1849
204/229.4	1849
210/603	1850
210/631	1850
210/188	1850
210/192	1850
422/003	1851
588/226	1851
422/062	1851
422/309	1851
422/184.1	1851
422/028	1851
210/175	1852
210/609	1852
210/603	1852
210/613	1852
405/128.5	1853
405/128.55	1853
210/739	1854
210/746	1854
210/747	1854
210/096.1	1854
405/037	1854
210/739	1855
210/096.1	1855
210/747	1855
210/746	1855
405/037	1855
405/128.5	1856
210/634	1857
210/639	1857
134/010	1857
134/040	1857
436/178	1857
210/610	1858
210/611	1858
405/129.25	1859
405/129.95	1859
405/129.95	1860
405/129.25	1860
405/129.25	1861
588/249	1861
405/129.95	1861
423/055	1862
210/747	1863
210/749	1863
210/754	1863
210/758	1863
405/037	1863
702/055	1863
405/258.1	1864
210/605	1865
210/614	1865
210/747	1865
210/139	1865
210/170	1865
210/221.2	1865
210/260	1865
210/532.1	1865
405/043	1865
405/051	1865
205/688	1866
210/170	1867
405/045	1867
588/236	1868
205/697	1869
405/129.1	1870
405/129.6	1870
405/129.75	1870
210/758	1871
585/240	1872
588/205	1872
588/201	1872
169/047	1873
169/049	1873
169/048	1873
169/046	1873
442/035	1874
442/381	1874
442/268	1874
435/262	1875
209/930	1875
241/028	1875
210/766	1876
405/129.2	1877
405/129.25	1877
405/129.45	1877
405/129.95	1878
405/128.15	1878
405/129.1	1878
405/128.7	1878
210/610	1879
210/747	1879
037/307	1880
037/317	1881
707/517	1881
707/530	1881
210/660	1882
405/129.9	1883
405/129.95	1883
405/129.45	1883
405/129.55	1883
241/023	1883
210/749	1884
210/636	1885
210/639	1885
210/641	1885
210/651	1885
210/721	1885
210/722	1885
210/724	1885
210/760	1885
210/806	1885
047/058.1	1886
047/009	1886
166/250.07	1887
166/263	1887
166/311	1887
166/312	1887
405/129.5	1887
405/129.95	1887
075/712	1888
800/295	1888
210/710	1889
210/712	1889
210/716	1889
210/723	1889
210/738	1889
210/770	1889
210/605	1890
210/151	1890
210/220	1890
210/259	1890
210/631	1890
405/129.5	1891
405/129.95	1891
210/634	1892
210/774	1892
210/747	1892
210/808	1892
175/066	1892
588/228	1893
431/002	1893
210/759	1894
210/766	1894
210/768	1894
210/774	1894
208/428	1895
208/435	1895
252/175	1896
252/184	1896
502/400	1896
210/764	1897
210/770	1897
210/790	1897
210/181	1897
588/256	1898
405/129.25	1898
405/129.65	1898
405/129.95	1898
588/252	1898
588/259	1898
702/006	1899
075/398	1900
075/399	1900
075/711	1900
210/688	1901
210/747	1901
210/912	1901
588/001	1901
588/020	1901
588/257	1902
588/252	1902
405/129	1902
210/732	1903
210/800	1903
210/808	1903
210/533	1903
210/536	1903
210/537	1903
210/123	1903
210/136	1903
210/241	1903
210/119	1903
210/605	1904
210/613	1904
210/614	1904
210/625	1904
210/903	1904
