	patent_id	inventor
2732	1276	Jae Seong Rhee
2733	1276	Min Woo Jung
2734	1277	Abdul-Rahman Abdul-Kader M. Faqih
2735	1278	Ernest E. Carter JR.
2736	1279	J. Kenneth Wittle
2737	1279	Richard A. Hamilton
2738	1279	Charles S. Titus
2739	1280	Jeffrey H. Burbank
2740	1280	Charles D. Finch JR.
2741	1280	James M. Brugger
2742	1281	Crowley; Sean T.
2743	1281	Cheney; Gerald L.
2744	1281	Razu; David S.
2745	1282	Porter; Robert M.
2746	1282	Gurov; Gennady G.
2747	1282	Ledenev; Anatoli V.
2748	1283	Smith; Lee A.
2749	1284	Richard P. Carnahan
2750	1284	Troy W. Kight
2751	1284	Garrett  Johnson
2752	1285	Kogure; Naochika
2753	1285	Kitahama; Takashi
2754	1285	Nanama; Kiyotaka
2755	1285	Gokuraku; Hiroyuki
2756	1286	Samsonov; Nikolai Mikhailovich
2757	1286	Bobe; Leonid Sergeevich
2758	1286	Rifert; Vladimir Gustavovich
2759	1286	Barabash; Petr Alexeevich
2760	1286	Komolov; Vladimir Viktorovich
2761	1286	Margulis; Vadim Iliich
2762	1286	Novikov; Vladimir Mikhailovich
2763	1286	Pinsky; Boris Yakovlevich
2764	1286	Protasov; Nikolai Nikolaevich
2765	1286	Rakov; Valentin Vasilievich
2766	1286	Farafonov; Nikolai Sergeevich
2767	1287	Crowley; Dennis E.
2768	1287	Ritton; Jason
2769	1288	Scuero; Alberto M.
2770	1289	Rajewski; Robert Karl
2771	1290	Gilad  Golub
2772	1290	Julio  Subovich
2773	1291	Franciscus, Antonius, Anna, Maria  De Leij
2774	1291	James  Stratford
2775	1291	Helen  Sneath
2776	1291	Tony  Hutchings
2777	1292	Marcus G.  Theodore
2778	1293	John R.  Herron
2779	1293	Upen J.  Bharwada
2780	1293	Isaac V.  Farr
2781	1294	Bernard F.  Duesel
2782	1294	Michael J.  Rutsch
2783	1295	Jiro  Tonegawa
2784	1296	David C. Rennard
2785	1296	Justin D. Pace
2786	1296	Thomas R. Palmer
2787	1297	Thomas Van Nooten
2788	1298	Thomas Van Nooten
2789	1299	Richard W. Fahs, II
2790	1299	Matthew D. W. Fahs
2791	1300	Roger W. Carson
2792	1300	Bruce W. Bremer
2793	1300	Michael L. Mastracci
2794	1300	Kent E. Maggard
2795	1301	Patrick D. Wade
2796	1302	Stefan Stamoulis
2797	1303	Aaron D. Wilson
2798	1303	Frederick F. Stewart
2799	1303	Mark L. Stone
2800	1304	Bernard F. Duesel, Jr.
2801	1304	Michael J. Rutsch
2802	1305	Nazli Yesiller
2803	1305	James Lewis Hanson
2804	1306	Richard W. Fahs, II
2805	1306	Matthew D.W. Fahs
2806	1307	James Penner
2807	1308	Marcus G. Theodore
2808	1309	Richard W. Fahs, II
2809	1309	Matthew D. W. Fahs
2810	1310	Colin Gavin Edward Webb
2811	1311	Daekyoo Hwang
2812	1312	Philip D. Leveson
2813	1312	John P. Gaus
2814	1313	Wayne W. Simmons
2815	1313	Robert Dwayne Litt
2816	1313	Anna Lee Tonkovich
2817	1313	Laura J. Silva
2818	1313	Daniel Francis Ryan
2819	1313	Bruce Stangeland
2820	1313	John Brophy
2821	1313	Jeffrey S. McDaniel
2822	1314	Zhiping Kuang
2823	1314	Bin Lu
2824	1314	Wei Xiong
2825	1315	Guy Adelle Pinson
2826	1315	Barbara Pinson
2827	1316	Stephen C. Kurtzman
2828	1317	Richard Lee Aho
2829	1318	Yuri KOLODNY
2830	1319	Grant Lloyd Lacey
2831	1320	Marcus G. Theodore
2832	1321	Justin Cannock
2833	1322	Richard W. Fahs, II
2834	1322	Matthew D.W. Fahs
2835	1323	Stefan STAMOULIS
2836	1324	Jiro TONEGAWA
2837	1325	Bert ZAUDERER
2838	1326	Terry Gong
2839	1326	John Harmon
2840	1326	Marcus G. Theodore
2841	1327	Marcus G. Theodore
2842	1328	Bernard F. Duesel, Jr.
2843	1328	Michael J. Rutsch
2844	1328	Craig Clerkin
2845	1329	Bernard F. Duesel, JR.
2846	1329	Michael J. Rutsch
2847	1329	Craig Clerkin
2848	1330	Dennis G. GRUBB
2849	1330	Mahmoud Wazne
2850	1331	Stefan Stamoulis
2851	1332	Ayala Barak
2852	1333	Huansheng Zhong
2853	1333	Lei Li
2854	1333	Jiacong Wu
2855	1333	Xuewei Wu
2856	1333	Zhimin Sun
2857	1333	Haiying Yang
2858	1334	Brian J. Cantwell
2859	1334	Craig S. Criddle
2860	1334	Kevin Lohner
2861	1334	Yaniv D. Scherson
2862	1334	George F. Wells
2863	1334	Bernard H. Johnson, IV
2864	1334	Koshlan Mayer-Blackwell
2865	1334	Xing Xie
2866	1335	Hung-Suck Park
2867	1335	Jung-Hoon Kim
2868	1335	Jae-Won Lee
2869	1335	Won-Sik Lee
2870	1335	Yong-Seok Park
2871	1336	Stefan Stamoulis
2872	1337	Terry Gong
2873	1337	John Harmon
2874	1337	Marcus G. Theodore
2875	1338	Hiroyasu Nagase
2876	1338	Kazuhisa Miyamoto
2877	1338	Kazumasa Hirata
2878	1338	Hiroshi Saito
2879	1339	Emmett M. Walker
2880	1340	Tony Richard Hutchings
2881	1340	Franciscus Antonius Anna Maria de Leij
2882	1340	Jeremy Richard Wingate
2883	1341	Ronald D. Barbaro
2884	1341	Ronald E. McIlwain
2885	1341	David Muyan
2886	1341	Edward A. Weinberg
2887	1342	Refael Aharon
2888	1342	Israel Biran
2889	1342	Ronny Banker
2890	1343	Denyse Claire DuBrucq
2891	1344	Boris Mikhail Khudenko
2892	1345	Xu Fei Wu
2893	1346	Reinhold Klipper
2894	1346	Michael Schelhaas
2895	1346	Stefan Neumann
2896	1346	Jens Stoll
2897	1347	Shinichi Nakamura
2898	1347	Kunihiko Fukuzuka
2899	1348	Brett RENAUD
2900	1348	Scott Renaud
2901	1349	Frances Irene Parrott
2902	1350	Martin P. Wanielista
2903	1350	Ni-Bin Chang
2904	1350	Ammarin Makkeasorn
2905	1351	Grant Lloyd Lacey
2906	1352	John Stark
2907	1353	Angus Peter Robson
2908	1354	Samuel Martin
2909	1354	Adriana Gonzalez Ospina
2910	1355	Jesus CACHO
2911	1355	Olivier CAUDART
2912	1355	Thomas LAGIER
2913	1355	Pascal PESLERBE
2914	1355	Vassilia VIGNERON
2915	1356	Giuseppina CEREA
2916	1357	Wayne W. Simmons
2917	1357	Robert Dwayne Litt
2918	1357	Anna Lee Tonkovich
2919	1357	Laura J. Silva
2920	1357	Daniel Francis Ryan
2921	1357	Bruce Stangeland
2922	1357	John Brophy
2923	1357	Jeffrey S. McDaniel
2924	1358	Michael Caldwell
2925	1359	Rodrigo Andres Geraldo SEURA
2926	1360	Milind V. Khire
2927	1361	Robert Maurice Charles Patterson
2928	1362	Lee L. Shafer
2929	1362	John W. James
2930	1362	Richard D. Rath
2931	1362	Jesse Eubank
2932	1363	Zhi Min Liao
2933	1363	Jing Kui Guo
2934	1363	Yu He Huang
2935	1363	Jing Zou
2936	1363	Zhi Qiang Chen
2937	1363	Rui Zhi Dai
2938	1363	Wen Yan Shi
2939	1363	Jian Zhong Xiong
2940	1363	Hai Ying Ji
2941	1364	Qingmei LI
2942	1365	Dale M. Timmons
2943	1366	Samantha Champ
2944	1366	Mariola Wanior
2945	1366	Andreas Reifschneider
2946	1367	Russell A. Firestone
2947	1367	James R. Harkess
2948	1367	William S. Langhorne
2949	1367	Nord S. Sorensen
2950	1368	Marcus G. Theodore
2951	1369	Jost-Ulrich Kugler
2952	1369	Peter Belouschek
2953	1369	Katja Kugler
2954	1370	Gabriel Popa
2955	1370	Jean Suidureau
2956	1370	Petra Johannsen
2957	1370	Georg Reinhold
2958	1371	Reinhold Klipper
2959	1371	Michael Schelhaas
2960	1371	Stefan Neumann
2961	1371	Jens Stoll
2962	1372	Volker A. Hausin
2963	1372	Eddie L. Cheatham
2964	1372	David A. Wilson
2965	1373	Marcus G. Theodore
2966	1374	Samuel Martin
2967	1374	Adriana Gonzalez Ospina
2968	1375	Joe P. McCarty
2969	1375	Daniel M. St. Louis
2970	1376	Michael Caldwell
2971	1377	Kevin McPhillips
2972	1378	Bernard. F. Duesel
2973	1378	Michael J. Rutsch
2974	1379	Thomas Alan Benjamin
2975	1379	Craig Jay Jones
2976	1379	Luther Alba Brice
2977	1380	Xu Fei WU
2978	1381	Andrew Eric Day
2979	1382	Milind V. Khire
2980	1383	James D. Mavis
2981	1384	John Charles Matthews
2982	1385	John Charles Matthews
2983	1386	Ronald Wilen
2984	1386	Kenneth R. Cioletti
2985	1386	Matthew Cioletti
2986	1387	Zhimin LIAO
2987	1387	Rong LI
2988	1387	Jijun WU
2989	1387	Jingkui GUO
2990	1387	Mao YANG
2991	1387	Yuhe HUANG
2992	1387	Aiguo WAN
2993	1388	Lee L. Shafer
2994	1388	John W. James
2995	1388	Richard D. Rath
2996	1388	Jesse Eubank
2997	1389	Ulrich Reimann-Philipp
2998	1390	Cesar Ladron de Guevara
2999	1390	Luther Freeman
3000	1391	Thomas Alan Benjamin
3001	1391	Craig Jay Jones
3002	1391	Luther Alba Brice
3003	1392	Albert Allen Klyne
3004	1393	Jason Duhe
3005	1393	James Gharst
3006	1393	Kelvin Simon
3007	1393	Stella Simon
3008	1393	Paul Delahoussaye
3009	1394	Regis Renaud P.
3010	1395	Ian Procter
3011	1395	Sabine Azouani Isabelle
3012	1395	Rolf Haubrichs
3013	1396	Peter Riley
3014	1397	Alexander Ivanovich Shulgin
3015	1397	Anton Alexandrovich Shulgin
3016	1398	Don Churchill Augenstein
3017	1398	John Rudiger Benemann
3018	1398	Ramin Yazdani
3019	1399	Thomas Benjamin Alan
3020	1399	Craig Jones Jay
3021	1399	Luther Brice Alba
3022	1400	Gabriel POPA
3023	1400	Jean SUIDUREAU
3024	1400	Petra JOHANSSEN
3025	1400	Georg REINHOLD
3026	1401	Joseph Wilson H.
3027	1401	Gordon Kaye I.
3028	1401	Robert Hahn L.
3029	1401	Peter Weber B.
3030	1401	Kevin Morris A.
3031	1402	Hannu Suominen L.
3032	1403	Norio Nagao
3033	1403	Tatsushi Matsuyama
3034	1403	Tatsuki Toda
3035	1404	Zhi Min LIAO
3036	1404	Jing Kui GUO
3037	1404	Yu He HUANG
3038	1404	Jing ZOU
3039	1404	Zhi Qiang CHEN
3040	1404	Rui Zhi DAI
3041	1404	Wen Yan SHI
3042	1404	Jian Zhong XIONG
3043	1404	Hai Ying JI
3044	1405	Yoshiaki Yokoyama
3045	1405	Tooru Kodama
3046	1405	Yasuo Mishima
3047	1405	Katuo Takamiya
3048	1406	Curt A. Christeson
3049	1407	David Owen Malcolm
3050	1408	Joseph Wilson H.
3051	1408	Gordon Kaye I.
3052	1408	Robert Hahn L.
3053	1408	Peter Weber B.
3054	1408	Kevin Morris A.
3055	1409	John Stark
3056	1410	Gordon Kaye I.
3057	1410	Peter Weber B.
3058	1410	Kevin Morris A.
3059	1410	Joseph Wilson H.
3060	1410	Robert Hahn L.
3061	1411	Albert Klyne Allen
3062	1412	Ayala Barak
3063	1413	Roger Carson W.
3064	1413	Bruce Bremer W.
3065	1413	Michael Mastracci L.
3066	1413	Kent Maggard E.
3067	1414	Roman Bilak
3068	1415	Thomas Benjamin Alan
3069	1415	Craig Jones Jay
3070	1415	Luther Brice Alba
3071	1416	Jason Duhe
3072	1416	James Gharst
3073	1416	Kelvin Simon
3074	1416	Stella Simon
3075	1416	Paul Delahoussaye
3076	1417	Randal Myers B.
3077	1418	Curt Christeson A.
3078	1419	Lawrence Conaway M.
3079	1419	Michael Keller Ray
3080	1419	Roger Noble Ken
3081	1419	David Caffey
3082	1420	Peter Rosen L.
3083	1420	Robert Hodges D.
3084	1421	Armen Abazajian N.
3085	1422	Alexander Shulgin Ivanovich
3086	1422	Anton Shulgin Alexandrovich
3087	1423	Marcus Theodore G.
3088	1424	Don Augenstein Churchill
3089	1424	John Benemann Rudiger
3090	1424	Ramin Yazdani
3091	1425	Milind V. Khire
3092	1426	Kenneth S. Price
3093	1426	Joe Kurek
3094	1426	Kurt Whitfield
3095	1426	Herbert I. Wissel
3096	1427	Jung Kim Yong
3097	1428	Peter Ianniello J.
3098	1428	Mark Topp
3099	1428	Tracy Johnson R.
3100	1429	Roy E. McAlister
3101	1430	Boris Khudenko Mikhailovich
3102	1431	Sung-Teh Kim
3103	1431	Masahiro Taoka
3104	1431	Chieko Yamamoto
3105	1431	Kunihiko Yamanaka
3106	1431	Katunori Masaoka
3107	1432	Mohan Singh Saran
3108	1432	George Walter Luxbacher
3109	1433	Ray Coffey Stratton   JR.
3110	1434	Russell Firestone A.   III
3111	1434	James Harkess R.
3112	1434	William Langhorne S.
3113	1434	Nord Sorensen
3114	1435	Dennis Kunerth C.
3115	1435	John Svoboda M.
3116	1435	James Johnson T.
3117	1436	Keith Forrester Edward
3118	1437	Keith Forrester Edward
3119	1438	Geom Lee Yong
3120	1438	Young Cho Lae
3121	1438	Chang Yang Ryung
3122	1438	Dong Lee Hoon
3123	1438	Young Won Mi
3124	1438	Young Lee Joon
3125	1438	Yeon Park Jae
3126	1439	Peter Ianniello J.
3127	1439	Aigen Zhao
3128	1439	Gary Shaffer L.
3129	1440	Charles Dale A.
3130	1441	Wolfgang Podszun
3131	1441	Andreas Schlegel
3132	1441	Reinhold Klipper
3133	1441	Rudiger Seidel
3134	1441	Udo Herrmann
3135	1442	Richard Takeuchi T.
3136	1442	Robert Nakamura M.
3137	1443	Robert Merton Satchwell
3138	1443	Roderick Michael Facey
3139	1444	Imre Mecs
3140	1444	Miklos Kalman
3141	1444	Miklos Hlatki
3142	1444	Sandor Puskas
3143	1444	Janos Balazs
3144	1444	Gyula Lengyel
3145	1444	Zsolt Virag
3146	1444	Gyula Kovacs
3147	1444	Ferenc Horvath
3148	1444	Imre Samu
3149	1445	Andrew Wells Phelps
3150	1445	Jeffrey Allen Sturgill
3151	1445	Joseph Thomas Swartzbaugh
3152	1446	Peter  Thomas
3153	1447	Mohan Singh Saran
3154	1447	George Walter Luxbacher
3155	1448	Lawrence  Conaway
3156	1448	Michael R. Keller
3157	1448	Roger K. Noble
3158	1449	Peter Riley
3159	1450	Chen-Yu Yen
3160	1451	Jurgen Kanitz
3161	1451	Jurgen Forsting
3162	1452	Jim  Moutray
3163	1452	Paul Joe  Solar
3164	1453	Paul A. Kittle
3165	1454	Shawn R. Taylor
3166	1454	Gintautas Antanas Kamaitis
3167	1455	Hans-Jorg  Bonath
3168	1455	Georg  Bombeck
3169	1456	Lawrence  Conaway
3170	1456	Michael R. Keller
3171	1456	Roger K. Noble
3172	1457	Dan L. Wensel
3173	1458	Kenji  Suzuki
3174	1458	Kisaku  Tomaru
3175	1459	Dave  Van Vliet
3176	1459	Herbert Wallace Campbell
3177	1459	Stephen Barrie Chambers
3178	1460	Joseph H. Wilson
3179	1460	Gordon I. Kaye
3180	1460	Robert L. Hahn
3181	1460	Peter B. Weber
3182	1460	Kevin A. Morris
3183	1461	Clifford J. Arnett
3184	1461	Joseph B. Farrell
3185	1461	Daniel T. Hull III
3186	1461	Steven J. Krugel
3187	1461	Perry L. Schafer
3188	1461	Billy G. Turner
3189	1461	Warren R. Uhte
3190	1461	John L. Willis
3191	1462	Robert Merton Satchwell
3192	1462	Roderick Michael Facey
3193	1463	Peter L. Rosen
3194	1463	Robert D. Hodges
3195	1464	Peter L. Rosen
3196	1464	Robert D. Hodges
3197	1465	Alan Brian Cash
3198	1466	Blaine F. Severin
3199	1467	Felix Anthony Perriello
3200	1468	Peter J. Ianniello
3201	1468	Mark  Topp
3202	1468	Tracy R. Johnson
3203	1469	Peter J. Ianniello
3204	1469	Mark  Topp
3205	1469	Tracy R. Johnson
3206	1470	Kenneth S. Price
3207	1470	Joe  Kurek
3208	1470	Kurt  Whitfield
3209	1470	Herbert I. Wissel
3210	1471	Andrew Wells Phelps
3211	1471	Jeffrey Allen Sturgill
3212	1471	Joseph Thomas Swartzbaugh
3213	1472	Peter L. Rosen
3214	1472	Robert  Hodges
3215	1473	Gordon  Layton
3216	1473	Dale  Courtney
3217	1473	Matthew C. Smith
3218	1473	William H. Johnson
3219	1474	Scott D. Wallace
3220	1475	Shinichi  Nakamura
3221	1475	Kunihiko  Fukuzuka
3222	1476	Jung Yong Kim
3223	1477	Chen-Yu  Yen
3224	1478	Roy E. McAlister
3225	1479	Peter J. Ianniello
3226	1479	Mark  Topp
3227	1479	Tracy R. Johnson
3228	1480	Michael P. McGinness
3229	1481	Joseph H. Wilson
3230	1481	Gordon I. Kaye
3231	1481	Robert L. Hahn
3232	1481	Peter B. Weber
3233	1481	Kevin A. Morris
3234	1482	Billy J. Hatcher
3235	1483	Young Sik Kim
3236	1483	Han Yong Jeon
3237	1484	Gursel G. Yilmaz
3238	1485	Owen P. Ward
3239	1485	Henry  Burd
3240	1486	Jerry M. Brown
3241	1487	Layton; Gordon
3242	1487	Courtney; Dale
3243	1487	Smith; Matthew C.
3244	1487	Johnson; William H.
3245	1488	Robert W. Bartlett
3246	1489	Warren Howard Chesner
3247	1489	James  Melrose
3248	1490	Warren Howard Chesner
3249	1490	James  Melrose
3250	1491	Richard G. Sheets
3251	1492	Shi; Caijun
3252	1493	Peter  Riley
3253	1494	Al-Samadi; Riad A.
3254	1495	Chang; Larry
3255	1496	Steven  Catanla
3256	1496	Neil  Mansuy
3257	1497	Lena Q. Ma
3258	1497	Ken M. Komar
3259	1497	Elizabeth D. Kennelley
3260	1498	Amer; Sultan I.
3261	1499	Scott D. Wallace
3262	1500	Jae Seong Rhee
3263	1500	Min Woo Jung
3264	1501	Ryan D. McMurtrey
3265	1501	Daniel M. Ginosar
3266	1501	Kenneth S. Moor
3267	1501	G. Michael Shook
3268	1501	Donna L. Barker
3269	1502	Tommy G. Taylor
3270	1503	Lawrence M. Conaway
3271	1503	Roger  Noble
3272	1503	Michael  Keller
3273	1503	David  Caffey
3274	1504	Lawrence M. Conaway
3275	1505	Sultan I. Amer
3276	1506	Robin  Millard
3277	1506	Frederick H. Kurtz
3278	1507	Eighmy; T. Taylor
3279	1508	Ronald L. Brookshire
3280	1508	Donald  Brookshire
3281	1508	Travis  Brookshire
3282	1508	Seyed Mohammed Reza Kalantar-Nejad
3283	1508	James Joseph Beach
3284	1509	Lahoda; Edward J.
3285	1509	Ha; Khoa T.
3286	1510	Conca; James L.
3287	1510	Wright; Judith
3288	1511	Lorraine; Segala
3289	1511	Long; David
3290	1512	Coombs; Harvey W.
3291	1512	Pearson; Ron D.
3292	1513	Bailey; Elena
3293	1514	Fred  Giovannitti
3294	1514	Ashley  Day
3295	1515	Kal K.  Lambert
3296	1516	Boris  Feldman
3297	1516	Michael  Feldman
3298	1517	Kei-Chien  Yu
3299	1518	Dana R.  Allen
3300	1519	Ross O.  Youngs
3301	1519	James R.  Cook
3302	1519	Shanon I.  Rogers
3303	1520	Kal Karel  Lambert
3304	1521	Jerry M. Edmondson
3305	1522	Stephan Vincent Kroecker
3306	1523	Aidong Li
3307	1523	Hongyan Ding
3308	1523	Xuanxu Huang
3309	1524	Norma A. Alcantar
3310	1524	Dawn I. Fox
3311	1524	Sylvia Thomas
3312	1525	Fred Giovannitti
3313	1525	Ashley Day
3314	1526	Derek Andrew Lowe
3315	1527	Peter R. O'Regan
3316	1527	Ali Amer Almohsen
3317	1528	Takaki Yukimoto
3318	1528	Yasuhiro Kaneko
3319	1528	Seishi Tokunaga
3320	1528	Hirokazu Nishimura
3321	1528	Tatsuru Tabohashi
3322	1528	Masaki Kobayashi
3323	1528	Kazuhiro sato
3324	1528	Chizuru Tara
3325	1529	Randall M. Golden
3326	1529	Horace Hartwell Golden
3327	1529	Diana Gail Golden
3328	1529	Murray Mack Golden
3329	1529	Kimberly Dawn Golden
3330	1529	Amber Mae Golden-Sawyer
3331	1530	William Teppig, JR.
3332	1530	James Whang
3333	1531	Luis Rafael TORRES
3334	1532	John Eirik Paulsen
3335	1533	Atle Mundheim Ylikangas
3336	1534	Sky Bleu Martin
3337	1535	Sky Bleu Martin
3338	1536	Kei-Chien Yu
3339	1537	Kal K Lambert
3340	1538	Ronald de Strulle
3341	1539	Mohammad Rassa
3342	1539	Firouz Bidabad
3343	1540	Samuel Douglas Borries
3344	1541	Svein Ellingsrud
3345	1541	Audun Sodal
3346	1541	Hans Rechsteiner
3347	1541	Harald Justnes
3348	1541	Kare Ingvar Johansen
3349	1542	Ashley Day
3350	1542	Fred Giovannitti
3351	1543	James M. Cobb
3352	1544	Jiro TONEGAWA
3353	1545	James Edward Delves
3354	1545	David John Parkinson
3355	1546	Timothy Christian Crouse
3356	1547	Sky Bleu Martin
3357	1548	Ronald de Strulle
3358	1549	Matthew D. Campbell
3359	1549	Steven G. Hall
3360	1549	Robert L. Beine
3361	1550	Odd Bernhard Torkildsen
3362	1551	Anthony LaCivita
3363	1552	Michel Baylot
3364	1552	Marc Bonnissel
3365	1552	Xavier Rocher
3366	1553	Pierre Carabin
3367	1553	Michel G. Drouet
3368	1554	Ronald De Strulle
3369	1555	Ronald Molz
3370	1555	James Frank Leach
3371	1555	Christopher Wasserman
3372	1556	Anthony B. Brennan
3373	1556	Christopher James Long
3374	1556	Joseph W. Bagan
3375	1556	James Frederick Schumacher
3376	1556	Mark M. Spiecker
3377	1557	James Clifford LEWIS
3378	1558	Gregory B. Burkhardt
3379	1559	Jose Alberto Ochoa Disselkoen
3380	1560	Paul Arthur Clukies
3381	1561	James M. Cobb
3382	1562	Ali G. Kadaster
3383	1562	Keith K. Millheim
3384	1563	Simon Myungkil Kim
3385	1564	Alexia Aubault
3386	1564	Dominique Roddier
3387	1564	Christian Cermelli
3388	1565	Odd Bernhard Torkildsen
3389	1566	Ronald de Strulle
3390	1567	Ronald de Strulle
3391	1568	Ronald de Strulle
3392	1569	Thomas A. Ward
3393	1569	Kai Stuart Martin
3394	1570	Mark C. Lathem
3395	1571	Ronald de Strulle
3396	1572	Stephen Groves
3397	1572	David Price
3398	1572	Gavin Sneddon
3399	1573	Stewart Hardison
3400	1574	Keiichiro Oishi
3401	1575	Ronald de Strulle
3402	1576	Ronald de Strulle
3403	1577	Ronald de Strulle
3404	1578	Ronald de Strulle
3405	1579	Ronald de Strulle
3406	1580	Ronald de Strulle
3407	1581	Michael Joseph Morrison
3408	1581	Axel Guenther Andre
3409	1582	John E. Irvine
3410	1582	Steven E. Hargrave
3411	1583	Tomas Crespo, SR.
3412	1584	Flavio Nogueira Pinheiro de Andrade
3413	1585	Bruce A. Angel
3414	1585	Glenn Lyle Spain
3415	1585	Kurt Bergstrom
3416	1585	Scott Wildermuth
3417	1586	Leon Edward Campbell
3418	1587	RONALD DE STRULLE
3419	1588	Ronald de Strulle
3420	1589	Ronald De Strulle
3421	1590	Ronald De Strulle
3422	1591	Ronald de Strulle
3423	1592	Ronald de Strulle
3424	1593	Ronald De Strulle
3425	1594	Ronald de Strulle
3426	1595	Svein Ellingsrud
3427	1595	Audun Sodal
3428	1595	Hans Rechsteiner
3429	1595	Harald Justnes
3430	1595	Kare Ingvar Johansen
3431	1596	Simon Myungkil Kim
3432	1597	Gunnar Baerheim
3433	1597	Stein Foss
3434	1597	Kjell Varenhed
3435	1597	Aage Bjorn Andersen
3436	1598	Clifford H. Ray
3437	1598	Glenn D. Fisseler
3438	1598	James N. Thompson
3439	1598	Hal B. Haygood
3440	1599	Richard A. Altman
3441	1599	Michael D. Brown
3442	1599	Peter W. Nimmo
3443	1600	John C. BAYER
3444	1600	Thomas C. Gandolfo
3445	1601	Klaus Dieter Sakrowski
3446	1602	Paul Arthur Clukies
3447	1603	Jae Myung Han
3448	1604	Virendra J. Mehta
3449	1605	Francesco Sposito
3450	1606	Kenneth Merle Weldon
3451	1607	Rae Son Sung
3452	1608	Bjarne Olsen
3453	1608	Petter Grinde
3454	1608	Tron Dahl
3455	1608	Ola Often
3456	1609	Michel Baylot
3457	1610	Victor Corpus Navarro
3458	1611	Victor Corpus
3459	1612	Ronald Terrel L.
3460	1612	Karl Yost
3461	1612	Gale Schwiesow
3462	1613	Andrew W. Gordon
3463	1613	Charles R. Cushing
3464	1614	Torfinn Johnsen
3465	1615	Jae-Wook Park
3466	1616	Arun Wagh
3467	1616	Martin Maloney D.
3468	1617	Anthony F. Frantz
3469	1618	James Delves Edward
3470	1618	David Parkinson John
3471	1619	Ali Kadaster G.
3472	1619	Keith Millheim K.
3473	1620	Alexander Pivovarov
3474	1621	Thierry Thomazeau
3475	1622	David McConchie
3476	1622	Malcolm Clark William
3477	1622	Fiona Gaye Davies-McConchie
3478	1622	Thomas Ryffel Hans
3479	1623	Noam Zeichner
3480	1623	Omri Ben-Eliahu
3481	1624	Kuen Choi Ho
3482	1625	Paul Clukies Arthur
3483	1626	Kimberly Michelle Sutter
3484	1627	Joseph Mayers
3485	1628	Theodore Skrypek G.
3486	1628	Daniel Buonagurio P.
3487	1629	Rodrigo Ferreira Carvalho
3488	1630	Kimberly Sutter Michelle
3489	1631	Keith Forrester Edward
3490	1632	Andrew Gordon W.
3491	1632	Charles Cushing R.
3492	1633	Richard Walker C.
3493	1634	Masaaki Oya
3494	1634	Naoya Nakamura
3495	1634	Makoto Tsuboi
3496	1635	Alexander Pivovarov
3497	1636	Thomas Lang G.
3498	1636	James Lang T.
3499	1637	Paul Brunning J
3500	1637	David McKay G.F.
3501	1638	Frederick Growcock
3502	1638	G. Curtis Wray
3503	1638	John Candler
3504	1638	Stephen Rabke
3505	1638	Sonya Ross
3506	1638	Jonathan Getliff
3507	1638	Greg McEwan
3508	1639	Enrique Kilayko L.
3509	1639	Liam Ryan A.
3510	1640	Christian Rode Stig
3511	1641	Erich Kumpf
3512	1642	Alexander Pivovarov R.
3513	1643	Mindong  Bai
3514	1643	Xiyao  Bai
3515	1643	Xiaojian  Zhou
3516	1643	Zhitao  Zhang
3517	1643	Mindi  Bai
3518	1643	Bo  Yang
3519	1643	Chengwu  Yi
3520	1644	Peter  Thomas
3521	1645	Anthony F. Frantz
3522	1646	Paul  Clukies
3523	1647	Karl L. Aschenbach
3524	1648	Brian Snowdon
3525	1649	Garry Kevin Callinan
3526	1649	Peter Chapman
3527	1650	Kolodny  Yuri
3528	1650	Kreisel  Itay
3529	1651	Toru Hasegawa
3530	1651	Yusuke Funayose
3531	1651	Tomohiko Yashiro
3532	1652	Peter W. Smith
3533	1653	Gregory James Carter
3534	1654	Masaaki  Oya
3535	1654	Naoya  Nakamura
3536	1654	Makoto  Tsuboi
3537	1655	Gerard Lynch
3538	1656	James A. Manthei
3539	1657	Garry Kevin Callinan
3540	1657	Peter  Chapman
3541	1658	Christopher Louis Beato
3542	1658	Joop Roodenburg
3543	1659	Wei-Guo  Wu
3544	1660	Thomas E. Mallouk
3545	1660	Bettina  Schrick
3546	1660	Jennifer L. Blough
3547	1661	Garry Kevin Callinan
3548	1661	Peter Chapman
3549	1662	Toru  Hasegawa
3550	1662	Yusuke  Funayose
3551	1662	Tomohiko  Yashiro
3552	1663	Chandralatha  Raghukimar
3553	1663	M.S.  Shailaja
3554	1663	Shilpa  Kamat
3555	1664	Christopher Louis Beato
3556	1664	Joop  Roodenburg
3557	1665	Russell Robert Michel JR.
3558	1666	Gerard  Lynch
3559	1667	Chandralata  Raghukumar
3560	1667	Trevor M. D'Souza
3561	1667	R. Greg Thorn
3562	1667	C. A. Reddy
3563	1668	Warren Howard Chesner
3564	1668	James  Melrose
3565	1669	Warren Howard Chesner
3566	1669	James  Melrose
3567	1670	Bo-Young  Lee
3568	1671	Hudson; Jeffrey T.
3569	1671	Ohrdorf; Neil
3570	1672	Gentry; David W.
3571	1673	Kimo Kalani Zaiger
3572	1674	Warren Howard Chesner
3573	1674	James  Melrose
3574	1675	Myng-Sup  Rhee
3575	1676	Eighmy; T. Taylor
3576	1677	Babin; Hugh D.
3577	1677	Domangue; Albert J.
