	patent_id	inventor
1863	862	Mark Foster
1864	863	J. Eric Spangler
1865	863	Kumar Gopalan Jayanath
1866	863	Bob  Abbott
1867	863	James A. Blazek
1868	864	Kenpachi Hoashi
1869	865	Zhenxin  Chen
1870	865	Ze  Chen
1871	866	Jon E. Khachaturian
1872	867	Jon E. Khachaturian
1873	868	Sidney E. Veazey
1874	869	Henry K. Obermeyer
1875	869	Robert D. Eckman
1876	869	T. W. Mo
1877	870	Won-Hoi Yang
1878	871	Thomas N. Carr
1879	871	Cheng-Yo Chen
1880	871	Robin M. Converse
1881	871	Robert M. Harrell
1882	871	Daniel M. Houser
1883	871	Charles F. Kasischke
1884	871	Gautam K. Chaudhury
1885	872	Sidney E. Veazey
1886	873	Rafael Torres Samper
1887	873	Carlos Fermin Menendez  Diaz
1888	874	Vladimir Sandzhievich Boldurev
1889	875	Thomas N. Carr
1890	875	Cheng-Yo  Chen
1891	875	Robin M. Converse
1892	875	Robert M. Harrell
1893	875	Daniel M. Houser
1894	875	Charles F. Kasischke
1895	875	Gautam K. Chaudhury
1896	876	Veazey; Sidney E.
1897	877	Wayne; Mark
1898	878	J. Eric Spangler
1899	878	Kumar Gopalan Jayanath
1900	878	Bob  Abbott
1901	878	James A. Blazek
1902	879	Khachaturian; Jon
1903	880	Joe  Gaidjiergis
1904	880	Lloyd  Fladgard
1905	880	Scott  Fladgard
1906	881	Sidney E. Veazey
1907	882	Gentry; David W.
1908	883	Won-Hoi  Yang
1909	884	Kocaman; Alp A.
1910	885	Blair; Russell M.
1911	885	Ziehl; C. Peter
1912	885	Strange; Anthony E. J.
1913	885	Maucieri; Michael F.
1914	886	Labrador; Gaudencio A.
1915	887	Donkersloot, Sr.; Arie
1916	888	Hopper; Mark A.
1917	889	Nolan; Don E.
1918	890	Khachaturian; Jon E.
1919	891	Irvine; John E.
1920	891	Yeosock; John J.
1921	892	Treu; Johannes Jacobus
1922	892	Dove; Peter George Scott
1923	892	Wilde; Gordon R.
1924	893	Pramono; Wasi Tri
1925	893	McCorquodale; John A.
1926	894	Simmons; John
1927	895	Moses; Charles J.
1928	896	Pignata; Rich
1929	896	White; Mark
1930	897	Manschot; Dirk
1931	897	Mommaas; Cornelis Johannes
1932	898	Phillips; Darron J.
1933	898	Eldridge; William J.
1934	898	Spalding; Larry V.
1935	899	Phillips; Darron J.
1936	899	Eldridge; William J.
1937	899	Spalding; Larry V.
1938	900	Arlt, III; Edward J.
1939	901	Goldman; Jerome L.
1940	902	Melby; Jeffrey A.
1941	902	Turk; George F.
1942	903	Turk; George F.
1943	903	Melby; Jeffrey A.
1944	904	Glass; James O.
1945	904	Glass; Sam M.
1946	905	Melby; Jeffrey A.
1947	905	Turk; George F.
1948	906	Minakami; Hiroyuki
1949	906	Minakami; Motoyuki
1950	907	Crawford; David W.
1951	908	Arlt; Edward J.
1952	908	Moses; Charles J.
1953	909	Giannesini; Jean-Francois
1954	910	Reuhl; Gerald G.
1955	911	Atkinson; Francis S.
1956	911	McDougal; William G.
1957	912	Lavery; Terrence J.
1958	913	Suhayda; Joseph
1959	914	Atkinson; Francis S.
1960	914	McDougal; William G.
1961	915	Jensen; John S.
1962	916	Arlt; Edward J.
1963	917	Klenert; Oskar H.
1964	918	Hooper; Jefferson E.
1965	918	Irvine; John E.
1966	919	Verble; Patrick R.
1967	920	Kramer; James H.
1968	921	McCreary; Donald R.
1969	922	Crawford; David W.
1970	923	Atkinson; Francis S.
1971	923	McDougal; William G.
1972	924	Reid; Leslie C.
1973	925	Levy; Jacques S.
1974	926	Brandon; John W.
1975	926	Kovar; Larry R.
1976	927	Richter; Karl E.
1977	928	Sample; Jay W.
1978	929	Cole; Richard W.
1979	929	Marsh; Richard L.
1980	929	Tassone; Joseph V.
1981	930	Knox; L. Carter
1982	930	Moore; Clayton A.
1983	931	Navratil; Martin
1984	931	Mitchell; Mark S.
1985	931	Sovak; Mojmir
1986	932	Tubbs, Jr.; Arthur E.
1987	933	Brisco; David P.
1988	934	Saffrhan; Ray W.
1989	935	Bianchi; Giuseppe
1990	935	Mussinelli; Gian L.
1991	935	Bazzoni; Bruno
1992	936	Berger; Lawrence E.
1993	937	Waters; Charles M.
1994	938	Berger; Lawrence E.
1995	939	Karaus; Edward
1996	940	Spicer; Earl E.
1997	941	Nickles, Jr.; Robert B.
1998	942	Crinnion; Edward V.
1999	942	Crinnion; James S.
2000	943	Wetmore; Sherman B.
2001	944	Van Bruwaene; Albert
2002	944	Neyrinck; Luc
2003	944	Maertens; Luc
2004	944	Verner; Bo
2005	944	Fors; Staffan
2006	945	Vignon; Jean F. B. J.
2007	945	Tabouy; Christian
2008	946	Knox; Lloyd C.
2009	946	Moore; Clayton A.
2010	947	Freeman; Tommie A.
2011	948	Wetmore; Sherman B.
2012	949	Weir; Frederick E.
2013	950	Francis, Jr.; Alex W.
2014	951	Reynolds; Graeme E.
2015	952	Wetmore; Sherman B.
2016	953	Person; Abraham
2017	953	Wetmore; Sherman B.
2018	953	McNary; James F.
2019	954	McNary; James F.
2020	955	Person; Abraham
2021	955	Wetmore; Sherman B.
2022	955	McNary; James F.
2023	956	Person; Abraham
2024	957	Salo; Eric A.
2025	958	Anders; Edward O.
2026	959	Landers; Don B.
2027	959	Brock; Robert K.
2028	960	Fair; Samuel S.
2029	961	Sameshima; Shigeru
2030	962	Colbert; Ervin A.
2031	962	Mann; Richard J.
2032	962	Phillips; Robert W.
2033	963	Files; James Harold
2034	964	Chelminski; Stephen V.
2035	965	Ronald  Cook
2036	966	David  TURNER
2037	966	Francois  MICHEL
2038	966	Mikael  LAMBERTON
2039	966	Sebastien  PALLY
2040	967	James E.  Clark
2041	968	Boris  Feldman
2042	968	Michael  Feldman
2043	969	Ira  Leifer
2044	970	David M.  LaCroix
2045	970	Robert A.  MacDonald
2046	971	Mark  Reynolds
2047	971	Thomas S.  Burton
2048	971	Corey R.  Milne
2049	971	Steven R.  Day
2050	972	Guotian  Liu
2051	972	Mingquan  Zhang
2052	972	Ming'en  Hu
2053	973	Ya Ching  Tung
2054	973	Kwo Yuan  Shi
2055	974	Francisco  Medran-Lopez
2056	975	Randy E.  Carter
2057	975	Edward A.  Kidston
2058	975	Karim  Rashid
2059	975	Brian D.  Schumacher
2060	975	Richard  Smiedt
2061	976	Ching-Pang  Lee
2062	976	Hsin-Pang  Wang
2063	976	Ram Kumar  Upadhyay
2064	976	Paul Richard  Myers
2065	976	Marc Thomas  Edgar
2066	976	Thomas Donald  Martyn
2067	976	Eric Alan  Estill
2068	977	Gary J.  Mason
2069	978	Ernest E. Carter, JR.
2070	979	Beidou Xi
2071	979	Lieyu Zhang
2072	979	Jixi Gao
2073	979	Jinbiao Wang
2074	979	Xunfeng Xia
2075	979	Qigong Xu
2076	980	Jerry M. Edmondson
2077	981	Gary HAMATA
2078	981	Charles FORCIER
2079	981	Larry MCGREGOR
2080	982	Richard L. Miller
2081	982	Stephen L. Miller
2082	983	Brice C. Raynor
2083	984	Heung Sik Yu
2084	984	Seong Kyun Jin
2085	985	James L. Lawrence
2086	986	Roger W. Carson
2087	986	Bruce W. Bremer
2088	986	Michael L. Mastracci
2089	986	Kent E. Maggard
2090	987	ABDULREIDHA A. ALSAFFAR
2091	988	ABDULREIDHA A. ALSAFFAR
2092	989	Frode Losnedal
2093	989	Robert Farestveit
2094	989	Per Albriktsen
2095	989	Ove Tobias Gudmestad
2096	989	Geir Morten Skeie
2097	990	Robert Doyle
2098	991	DEBASISH MUKHOPADHYAY
2099	992	Dale A. Conway
2100	993	Thomas J. Kryzak
2101	994	Yves Durkheim
2102	995	Thomas T.K. Zung
2103	996	William W. Carson
2104	996	Charles Dale
2105	996	William D. McClain
2106	996	Robert J. Ritz
2107	996	Charles Swenson
2108	997	David Aughton
2109	998	Simon James Calvert
2110	999	Jose Cherem Haber
2111	1000	Yun Deng
2112	1000	Lianxiang Du
2113	1001	Michael Duggan Drieu
2114	1001	Patrick Michael Cargol, JR.
2115	1001	Jonathan Eryl Rogers
2116	1001	Pierre Albert Beynet
2117	1001	Stanley Silva
2118	1002	Glen Paul Cork
2119	1002	Michael D. Borgman
2120	1002	Darin C. Wiley
2121	1002	Richard Jacobs
2122	1003	Josef Merai
2123	1004	Carl W. PODELLA
2124	1004	John W. BALDRIDGE
2125	1004	Michael G. GOLDFELD
2126	1005	Mark Reynolds
2127	1005	Thomas S. Burton
2128	1005	Corey R. Milne
2129	1005	Steven R. Day
2130	1006	Yuichiro Hirata
2131	1006	Seigo Murakami
2132	1006	Katsuya Nozaki
2133	1007	Michael K. Conwell
2134	1008	Bhuvaragasamy G. Ravi
2135	1008	Parthasarathy S. Raghavan
2136	1008	Chandra P. Khattak
2137	1008	Carl Chartier
2138	1008	Dave Lackey
2139	1008	Dean C. Skelton
2140	1009	Lee A. Smith
2141	1010	Paul Joseph Hubbell, JR.
2142	1011	John J. Breedlove
2143	1011	Michael John Breedlove
2144	1012	Scott Wolinsky
2145	1013	Scott Wolinsky
2146	1014	Michael T. D. Miller
2147	1014	Dorin Boldor
2148	1014	Jeffrey D. Ortego
2149	1015	Scott Wolinsky
2150	1016	Timothy Christian Crouse
2151	1017	Guy Adelle Pinson
2152	1017	Barbara Pinson
2153	1018	Arden L. Brey
2154	1019	Timothy Christian Crouse
2155	1020	Timothy Christian Crouse
2156	1021	Brunelle Paul Sabourin
2157	1022	David John SCHAUS
2158	1023	Ya Ching TUNG
2159	1023	Kwo Yuan Shi
2160	1024	William James Castle
2161	1025	David M. Jones
2162	1025	Wilson Harvie
2163	1025	Kevin King
2164	1025	Brett Albert Johns
2165	1026	Michael K. Conwell
2166	1027	Paul Joseph Hubbell, JR.
2167	1028	Peter H. Emmons
2168	1028	Brent D. Anderson
2169	1029	David Mark Lowe
2170	1029	Richard D. Eldredge
2171	1030	James L. Lawrence
2172	1031	Lester Ray Wisegerber
2173	1031	Elmo S. Peddy
2174	1032	Michael Oranski
2175	1032	Avner Sadot
2176	1032	Israel Heifetz
2177	1032	Yoav Dracher
2178	1033	YiuTak Leung
2179	1034	Bert ZAUDERER
2180	1035	John H. McGinn
2181	1035	Vincent P. Morris
2182	1036	Satoshi Yamaguchi
2183	1036	Kazuaki Iwamura
2184	1036	Tsutomu Ikeda
2185	1037	Amil Fornatora
2186	1037	Philip Coppola
2187	1038	Timothy Christian Crouse
2188	1039	Michel Baylot
2189	1039	Jean-Paul Denise
2190	1039	Thomas Marty
2191	1040	Luciano Morini
2192	1040	Jovanka Pizzo
2193	1041	David M. Jones
2194	1041	Wilson Harvie
2195	1041	Kevin King
2196	1041	Brett Albert Johns
2197	1042	Martin P. Wanielista
2198	1042	Ni-Bin Chang
2199	1043	Brice C. Raynor
2200	1044	Yun Deng
2201	1044	Lianxiang Du
2202	1045	Michel Baylot
2203	1045	Marc Bonnissel
2204	1045	Xavier Rocher
2205	1046	David M. Jones
2206	1046	Wilson Harvie
2207	1046	Kevin King
2208	1046	Brett Albert Johns
2209	1047	Michel Baylot
2210	1047	Marc Bonnissel
2211	1047	Xavier Rocher
2212	1048	Richard L. Miller
2213	1048	Stephen L. Miller
2214	1049	David M. LaCroix
2215	1049	Robert A. MacDonald
2216	1050	Michael L. Strickland
2217	1051	Marc D. Andelman
2218	1051	Gregory S. Walker
2219	1052	Feng Xing
2220	1052	Zhuo Ni
2221	1053	Wayne Poerio
2222	1053	Malcolm Dubois
2223	1054	Chen-Yuan Dung
2224	1055	Werner L. SCHLECHT
2225	1055	David T. Roman
2226	1056	Tony Richard Hutchings
2227	1056	Franciscus Antonius Anna Maria de Leij
2228	1056	Jeremy Richard Wingate
2229	1057	Dennis G. Kelley
2230	1058	Barry L. Gregerson
2231	1058	James E. Spitzer
2232	1059	Gregory B. Burkhardt
2233	1060	JON A. SCHMIDGALL
2234	1060	DAVID E. STOLLER
2235	1061	Mark J. Jurich
2236	1061	Rickey G. Swartz
2237	1061	Jon R. Reed
2238	1061	Eric C. Freeman
2239	1061	Wolfgang Ott
2240	1061	Paul H. Appelblom
2241	1061	Paul A. Jurich
2242	1062	Michael Oranski
2243	1062	Avner Sadot
2244	1062	Israel Heifetz
2245	1062	Yoav Dracher
2246	1063	Henry DiGregorio
2247	1063	John Higson
2248	1063	Jeffery White
2249	1064	Michiharu Hasegawa
2250	1064	Noriyuki Miyazaki
2251	1064	Masafumi Nakamura
2252	1064	Naoji Yamamoto
2253	1064	Kazuo Ueda
2254	1065	Denyse Claire DuBrucq
2255	1066	David Aughton
2256	1067	Boris Feldman
2257	1067	Alexander Feldman
2258	1067	Michael Feldman
2259	1068	C. Thomas McCreedy
2260	1068	Dennis Daugherty
2261	1069	William Tod Ross
2262	1069	Jeffery Max Buxman
2263	1070	Ben Wade Oakes Dickinson, III
2264	1070	Robert Wayne Dickinson
2265	1070	Oliver Douglas Ousterhout
2266	1070	Lawrence Joseph Musetti
2267	1070	Porter James Underwood
2268	1070	Ali Daneshy
2269	1071	Michael P. Appleby
2270	1071	Iain Fraser
2271	1071	James E. Atkinson
2272	1072	Alan J. Sweeney
2273	1073	Tsen Meng TANG
2274	1073	Hsing Loong Tan
2275	1073	Danmei Wang
2276	1074	Willem Luloff Rautenbach
2277	1074	Sarel Johannes Rautenbach
2278	1075	Martin P. Wanielista
2279	1075	Ni-Bin Chang
2280	1076	Darryl Scott Burkett
2281	1077	David Aughton
2282	1078	Tsen Meng Tang
2283	1078	Hsing Loong Tan
2284	1078	Danmei Wang
2285	1079	Michael Oranski
2286	1079	Avner Sadot
2287	1079	Israel Heifetz
2288	1079	Yoav Dracher
2289	1080	Michael K. Conwell
2290	1081	Richard Treve Mildren
2291	1081	Neville Ernest Lange
2292	1082	William James Castle
2293	1083	David M. Jones
2294	1083	Wilson Harvie
2295	1083	Kevin King
2296	1083	Brett Albert Johns
2297	1084	Tung-Chuan WU
2298	1084	Jen-Hui Tsai
2299	1084	Ta-Hsin Chou
2300	1085	Richard C. Roos
2301	1085	Richard A. Hansen
2302	1086	John Murphy
2303	1086	Joseph Poplar
2304	1087	Ronald de Strulle
2305	1088	Peter A. Burke
2306	1088	Karl F. Ludwig
2307	1088	Jude A. Kral
2308	1088	Francis J. Zelina
2309	1089	Henry K. Obermeyer
2310	1089	Robert D. Eckman
2311	1089	Taewon Mo
2312	1090	Rodrigo Andres Geraldo SEURA
2313	1091	Luca Panzeri
2314	1091	Lorenzo Costa
2315	1092	Tony Tadin
2316	1093	John H. McGinn
2317	1093	Vincent P. Morris
2318	1094	Ronald Bruce Long
2319	1095	Yuichiro Hirata
2320	1095	Seigo Murakami
2321	1095	Katsuya Nozaki
2322	1096	Jeff L. Higgins
2323	1097	S. Kumar
2324	1098	Zamir Tribelsky
2325	1098	Joseph Rabani
2326	1098	Mordechai Navon
2327	1098	Gil Cohen
2328	1099	Terry L. Grover
2329	1099	Charles A. Vidich
2330	1099	James J. Hennessey
2331	1099	John C. Freitas
2332	1099	M. Douglas Mueller
2333	1100	Michael Thomas Titmus
2334	1101	Glen Paul Cork
2335	1101	Michael D. Borgman
2336	1101	Darin C. Wiley
2337	1101	Richard Jacobs
2338	1102	John Moore
2339	1103	Ronald Scott Bonds
2340	1104	Scott Jessick
2341	1104	Ray Koberstine
2342	1104	Allen Worst
2343	1105	Christopher Ralph Cantolino
2344	1106	Henry K. Obermeyer
2345	1107	Arun K. Sharma
2346	1107	Theodore Sideropoulos
2347	1107	Berne K. Stober
2348	1107	Brian D. Albert
2349	1107	Alvin U. Chen
2350	1107	Vikram Singh
2351	1108	Michael Oranski
2352	1108	Avner Sadot
2353	1108	Israel Heifetz
2354	1108	Yoav Dracher
2355	1109	Simon James CALVERT
2356	1110	E. H. Kelle Zeiher
2357	1110	Amit Gupta
2358	1111	Peter Anthony LACZA
2359	1112	Ching-Pang Lee
2360	1112	Hsin-Pang Wang
2361	1112	Ram Kumar Upadhyay
2362	1112	Paul Richard Myers
2363	1112	Marc Thomas Edgar
2364	1112	Thomas Donald Martyn
2365	1112	Eric Alan Estill
2366	1113	Tetsuo Takayanagi
2367	1114	Edward W. Van Romer
2368	1115	John P. Cleary
2369	1116	Tsen Meng Tang
2370	1116	Hsing Loong Tan
2371	1116	Danmei Wang
2372	1117	Jacques Gerard
2373	1117	David Adam E.
2374	1117	Frank Cichocki R.
2375	1117	Michael Jander E.
2376	1117	Paul Krumlauf R.
2377	1117	Giovanni Montagna
2378	1117	Donald Sage B.   JR.
2379	1118	Glen S. Axelrod
2380	1119	Antoni Bellussi Paolo
2381	1120	Tom Swartz
2382	1121	C. Thomas McCreedy
2383	1121	Dennis Daugherty
2384	1122	Christopher Anthony Budd
2385	1123	Cliff Purnell
2386	1124	Ludwig Schmidmaier
2387	1124	Wolfgang Harttig
2388	1125	Edward R. Fyfe
2389	1125	Robert Joness Fyfe
2390	1126	Chuan Gao
2391	1126	Melvin Yamamoto
2392	1127	Ernest Kim Leonardich
2393	1127	Norman P. Gruczelak
2394	1128	Rodney Tyler W.
2395	1129	Satoshi Yamaguchi
2396	1129	Kazuaki Iwamura
2397	1129	Tsutomu Ikeda
2398	1130	Rae Son Sung
2399	1131	Thomas R. Beidle
2400	1132	Glen AXELROD S.
2401	1133	Mark Jurich J.
2402	1133	Rickey Swartz G.
2403	1133	Jon Reed R.
2404	1133	Eric Freeman C.
2405	1133	Wolfgang Ott
2406	1133	Paul Appelblom H.
2407	1133	Paul Jurich A.
2408	1134	Dong-Won Lee
2409	1135	Lawrence Janesky M.
2410	1136	Hiroyuki Kida
2411	1136	Yukio Zenitani
2412	1137	Ian Procter
2413	1137	Sabine Azouani Isabelle
2414	1137	Rolf Haubrichs
2415	1138	Rodney W. Tyler
2416	1139	Tetsuo TAKAYANAGI
2417	1140	Michel Baylot
2418	1141	Edward Jordan John
2419	1141	Robert Elefritz
2420	1142	Zuei-Ling Lin
2421	1143	James Urban
2422	1143	Albert Key L.
2423	1143	Charles Ray Julian
2424	1143	Charles Ray Graham
2425	1143	Michael James
2426	1144	Leo Yodock J.   JR.
2427	1144	Leo Yodock J.   III
2428	1144	Guy Yodock C.
2429	1145	Albert Key L.
2430	1145	James Urban
2431	1145	Charles Ray Julian
2432	1145	Charles Ray Graham
2433	1145	Michael James
2434	1146	Christopher M. Runestad
2435	1147	Peter Burke A.
2436	1147	Karl Ludwig F.
2437	1147	Jude Kral A.
2438	1147	Francis Zelina J.
2439	1148	Luca Toncelli
2440	1149	Peter A. Burke
2441	1149	Karl F. Ludwig
2442	1149	Jude A. Kral
2443	1149	Francis J. Zelina
2444	1150	Helge Brauer
2445	1150	Walter Ehrenberger
2446	1150	Helmuth Ender
2447	1150	Joachim Noack
2448	1151	Alfred Cunningham B.
2449	1151	Lee Spangler H.
2450	1151	Robin Gerlach
2451	1151	Adrienne Phillips J.
2452	1152	Robert M. Porter
2453	1152	Anatoli V. Ledenev
2454	1152	Gennady G. Gurov
2455	1153	Brian Iske
2456	1154	James R. Keene
2457	1154	Michael L. Jackson
2458	1155	John Richardson G.
2459	1155	Reva Nickelson A.
2460	1155	Paul Sloan A.
2461	1155	Kevin Kostelnik M.
2462	1156	James Urban
2463	1156	Albert L. Key
2464	1156	Charles Julian Ray
2465	1156	Charles Graham Ray
2466	1156	Michael James
2467	1157	John Cleary P.
2468	1158	Roger Carson W.
2469	1158	Bruce Bremer W.
2470	1158	Michael Mastracci L.
2471	1158	Kent Maggard E.
2472	1159	Peter Sanguinetti S.
2473	1160	Henry Obermeyer K.
2474	1161	Peter S. Sanguinetti
2475	1162	Chak Chang Man Thomas
2476	1163	Iain Muir
2477	1163	Fiona Elizabeth Barrett
2478	1164	Kenneth Herzog H.
2479	1165	John Meyers J.   III
2480	1165	John Swartz H.
2481	1165	Nathaniel Kurczewski G.
2482	1165	Matthew Kurczewski J.
2483	1166	Jeung Lee Su
2484	1167	William Carson W
2485	1167	Charles Dale
2486	1167	William McClain D
2487	1167	Robert Ritz
2488	1167	Charles Swenson
2489	1168	Jeff Higgins L.
2490	1169	Robert S. Banks
2491	1170	Michael Oranski
2492	1170	Avner Sadot
2493	1170	Israel Heifetz
2494	1170	Yoav Dracher
2495	1171	Jeung Su Lee
2496	1172	Robert M. Porter
2497	1172	Gennady G. Gurov
2498	1172	Anatoli V. Ledenev
2499	1173	Richard Mildren Treve
2500	1173	Neville Lange Ernest
2501	1174	Luca Toncelli
2502	1175	Iain Muir
2503	1175	Fiona Barrett Elizabeth
2504	1176	Sung-Teh Kim
2505	1176	Masahiro Taoka
2506	1176	Chieko Yamamoto
2507	1176	Kunihiko Yamanaka
2508	1176	Katunori Masaoka
2509	1177	Daniel Warren
2510	1178	Joseph Tripodi
2511	1178	Carl R. Nicolia
2512	1178	Douglas R. Wroblewski
2513	1178	Robert J. Burnham
2514	1179	Stanley Peters R.
2515	1179	Donald Summers O.
2516	1180	Fabio Pancaldi
2517	1180	Vanni Gallocchio
2518	1181	Peter Sanguinetti S.
2519	1182	James Urban
2520	1182	Albert Key L.
2521	1182	Charles Ray Julian
2522	1182	Charles Ray Graham
2523	1182	Michael James
2524	1183	Ronald Long Bruce
2525	1184	Peter S. Sanguinetti
2526	1185	Tony Tadin
2527	1186	Dusan Ciuha
2528	1187	Marc Andelman D.
2529	1187	Gregory Walker S.
2530	1188	Daniel Warren
2531	1189	James C. Keck
2532	1190	Arnold Leiboff R.
2533	1191	Douglas Thai
2534	1192	John Meyers lll J.
2535	1192	John Swartz H.
2536	1192	Nathaniel Kurczewski G.
2537	1192	Matthew Kurczewski J.
2538	1193	Antal Suto Z.
2539	1193	John Campau A.
2540	1193	John Campau Daniel
2541	1193	Donald Reuschel L.
2542	1193	Robert MacDonald A.
2543	1194	Robert Porter M.
2544	1194	Gennady Gurov G.
2545	1194	Anatoli Ledenev V.
2546	1195	Peter Burke A.
2547	1195	Karl Ludwig F.
2548	1195	Jude Kral A.
2549	1195	Francis Zelina J.
2550	1196	Imre Mecs
2551	1196	Miklos Kalman
2552	1196	Miklos Hlatki
2553	1196	Sandor Puskas
2554	1196	Janos Balazs
2555	1196	Gyula Lengyel
2556	1196	Zsolt Virag
2557	1196	Gyula Kovacs
2558	1196	Ferenc Horvath
2559	1196	Imre Samu
2560	1197	E. H. Kelle Zeiher
2561	1197	Bosco P. Ho
2562	1197	John E. Hoots
2563	1198	Raymond W. Zhang
2564	1198	Denise D. Craig
2565	1199	Barry L. Gregerson
2566	1199	James E. Spitzer
2567	1200	Buddy Don Gray
2568	1201	John G. Richardson
2569	1201	Reva A. Nickelson
2570	1201	Paul A. Sloan
2571	1201	Kevin M. Kostelnik
2572	1202	Carl R. Nicolia
2573	1202	Joseph  Tripodi
2574	1202	Douglas R. Wroblewski
2575	1202	Robert J. Burnham
2576	1203	Robert M. Porter
2577	1203	Gennady G. Gurov
2578	1203	Anatoli V. Ledenev
2579	1204	Marc Andelman D.
2580	1204	Gregory Walker S.
2581	1205	Albert Wokas L.
2582	1206	Richard A. Gibbs
2583	1207	Eric  Bornstein
2584	1208	Troy  Simmons
2585	1208	Bruce E. Lennick
2586	1209	Kunio  Miyazaki
2587	1210	Barry  Johnston
2588	1211	E. H. Kelle Zeiher
2589	1211	Bosco P. Ho
2590	1211	John E. Hoots
2591	1212	Robert Porter M.
2592	1212	Gennady Gurov G.
2593	1212	Anatoli Ledenev V.
2594	1213	Klaus  Roehm
2595	1214	Marc D. Andelman
2596	1214	Gregory S. Walker
2597	1215	Sang Tae Park
2598	1215	Sang-Ho  Ahn
2599	1215	Baik-Soon  Cho
2600	1216	Helge  Brauer
2601	1216	Walter  Ehrenberger
2602	1216	Helmuth  Ender
2603	1216	Joachim  Noack
2604	1217	Mark J. Jurich
2605	1217	Rickey G. Swartz
2606	1217	Jon R. Reed
2607	1217	Eric C. Freeman
2608	1217	Wolfgang  Ott
2609	1217	Paul H. Appelblom
2610	1217	Paul A. Jurich
2611	1218	James C. Keck
2612	1219	Sidney E. Veazey
2613	1220	Antal Z. Suto
2614	1220	John A. Campau
2615	1220	John Daniel Campau
2616	1220	Donald L. Reuschel
2617	1220	Robert A. MacDonald
2618	1221	Ernest E. Carter JR.
2619	1222	Gerald M. Clement
2620	1223	Pierce L. Chandler JR.
2621	1224	Raymond R. Price
2622	1225	Zamir  Tribelsky
2623	1225	Michael  Ende
2624	1226	Leo J. Yodock JR.
2625	1226	Leo J. Yodock III
2626	1226	Guy C. Yodock
2627	1227	James E. Wood JR.
2628	1227	John E. Sepich
2629	1228	Alberto Scuero
2630	1229	Abdul-Rahman Abdul-Kader M. Faqih
2631	1230	Alan  Cisar
2632	1230	Adrian  Denvir
2633	1230	Dalibor  Hodko
2634	1230	Kyle  Uselton
2635	1230	Amanda  Campbell
2636	1231	Gerald  Tanny
2637	1231	Peter  Hulley
2638	1231	Michael Anthony Thomson
2639	1232	Henry K. Obermeyer
2640	1232	Robert D. Eckman
2641	1232	T. W. Mo
2642	1233	John M. Nestler
2643	1233	Richard Andrew Goodwin
2644	1234	Ajit Haridas
2645	1235	Raphael Heifetz
2646	1236	Robert M. Porter
2647	1236	Gennady G. Gurov
2648	1236	Anatoli V. Ledenev
2649	1237	Bruce J. French
2650	1238	James M. Brugger
2651	1238	Jeffrey H. Burbank
2652	1238	Dennis M. Treu
2653	1239	Sidney E. Veazey
2654	1240	Paul  Sincock
2655	1240	Andrew Elmhirst Potts
2656	1241	Robert  Beckius
2657	1241	Michael R. Powell
2658	1241	Seung-Ho  Hong
2659	1241	Charles J. Call
2660	1241	Ezra  Merrill
2661	1242	Ajit  Haridas
2662	1243	Robert S. Banks
2663	1244	William J. Gannon
2664	1244	John  Muir
2665	1244	Glen T. Van Lier
2666	1245	Rodney W. Tyler
2667	1246	James M. Brugger
2668	1246	Jeffrey H. Burbank
2669	1246	Dennis M. Treu
2670	1247	Robert M. Porter
2671	1247	Gennady G. Gurov
2672	1247	Anatoli V. Ledenev
2673	1248	James M. Brugger
2674	1248	Jeffrey H. Burbank
2675	1248	Dennis M. Treu
2676	1249	Pamela R. Moore
2677	1250	Warren Howard Chesner
2678	1250	James  Melrose
2679	1251	Duncan  Johnstone
2680	1252	Veazey; Sidney E.
2681	1253	John Sydney Cottier
2682	1253	Greg  Brunton
2683	1253	Robert  Lyons
2684	1254	Peter H. Markusch
2685	1254	Ralf  Guether
2686	1255	Marc D. Andelman
2687	1255	Gregory S. Walker
2688	1256	Lewis D. Rubin JR.
2689	1257	Randall D. Haggett
2690	1257	Kenneth J. KarisAllen
2691	1257	Guerorgui A. Hranov
2692	1258	Russell Robert Michel JR.
2693	1259	Jack  Brass
2694	1259	Jeffrey W. Socket
2695	1260	Jeffrey H. Burbank
2696	1260	James M. Brugger
2697	1260	Dennis M. Treu
2698	1260	C. David Finch JR.
2699	1260	Barry N. Fulkerson
2700	1260	Steven A. White
2701	1261	Porter; Robert M.
2702	1261	Gurov; Gennady G.
2703	1261	Ledenev; Anatoli V.
2704	1262	Clapp; Daniel C.
2705	1263	DEBASISH  MUKHOPADHYAY
2706	1264	Isao  Yukimoto
2707	1264	Kiyonori  Hasegawa
2708	1265	Sidney E. Veazey
2709	1266	Bleth; Joel J.
2710	1266	Strickland; Edward T.
2711	1266	Walter; Doug
2712	1267	Jeffrey H. Burbank
2713	1267	James M. Brugger
2714	1267	Dennis M. Treu
2715	1268	Robert  Charbonneau
2716	1269	Terry A. Berger
2717	1269	Kimber D. Fogelman
2718	1269	L. Thompson Staats
2719	1269	Mark  Nickerson
2720	1269	Paul  Bente
2721	1270	Donald C. Crescenzi
2722	1270	James J. Burns
2723	1270	Daniel J. Swistak
2724	1271	Robert M. Porter
2725	1271	Gennady G. Gurov
2726	1271	Anatoli V. Ledenev
2727	1272	Pamela R. Moore
2728	1273	Haney; James Allan
2729	1274	Bruce J.  French
2730	1275	Jae Seong Rhee
2731	1275	Min Woo Jung
