	inventor	patent_id
969	Raymund  Schaffler	316
970	Simon M. Furnish	317
971	Simon M. Furnish	318
972	Philip R. Patterson	319
973	Neil E. Lofgren	319
974	Tyler J. McKinley	319
975	Peter  Melby	320
976	Daniel J. McGurran	321
977	Laurence R. Gilbert	321
978	Bryan L. Klaenhammer	321
979	James A. Olson	321
980	S. Eric Ryan	322
981	Brett  Bouma	322
982	Guillermo J. Tearney	322
983	Simon  Furnish	322
984	Jing  Tang	322
985	Andres  Zuluaga	322
986	Peter S. Shifflett	323
987	James H. Johnson	323
988	Jason K. Webster	323
989	Robert  Sjodin	324
990	Kevin J. Dowling	325
991	Ian Lane Davis	325
992	George G. Mueller	325
993	Ihor A. Lys	325
994	Philip R. Patterson	326
995	Neil E. Lofgren	326
996	John  Stach	326
997	Geoffrey B. Rhoads	326
998	Le Li	327
999	Sadeg Faris	327
1000	Craig S. Rendahl	328
1001	John  DiDomenico	328
1002	Ronald J. McNeill	328
1003	Robert A. Gentala	328
1004	Kenneth  Schofield	329
1005	Thomas  Kupper	330
1006	Lars  Bewig	330
1007	Laurent  Serezat	331
1008	Joseph C. Walsh	332
1009	Aaron M. Heiss	332
1010	Glenn  Noronha	332
1011	David J. Vachon	332
1012	Stephen M. Lane	332
1013	Joe H. Satcher JR.	332
1014	Thomas A. Peyser	332
1015	William Peter Van Antwerp	332
1016	John Joseph Mastrototaro	332
1017	Olsson; Kjell	333
1018	Carlos Anselmo Casteleiro	334
1019	David J. Falabella	334
1020	Irwin, Jr.; Kenneth E.	335
1021	Streeter; Gary R.	335
1022	Daigle; Steven J.	335
1023	Bofill; Mark	335
1024	Tevis; Mark	335
1025	Guillermo J. Tearney	336
1026	Brett E. Bouma	336
1027	Ser Eric Ryan	336
1028	Simon  Furnish	336
1029	Jing  Tang	336
1030	Andres  Zuluaga	336
1031	Andres F. Zuluaga	337
1032	Brett  Bouma	337
1033	Simon M. Furnish	337
1034	Guillermo J. Tearney	337
1035	S. Eric Ryan	337
1036	Jing  Tang	337
1037	Mark A. Griffin	337
1038	Jing  Tang	338
1039	Guillermo J. Tearney	338
1040	Brette E. Bouma	338
1041	S. Eric Ryan	338
1042	Simon  Furnish	338
1043	Andres  Zuluaga	338
1044	Uri  Oron	339
1045	Avraham  Matcovitch	339
1046	Kevin  Clark	340
1047	Tze-John  Tang	340
1048	Vladimir  Tokarskiy	340
1049	KENNETH  SCHOFIELD	341
1050	MARK  LARSON	341
1051	KEITH  VADAS	341
1052	Harold  Hykawy	342
1053	Karel  Van den Berg	343
1054	John  Riconda	344
1055	David Michael Geshwind	344
1056	Oron; Uri	345
1057	Matcovitch; Avraham	345
1058	Daniel  Mushett	346
1059	Randall  Craft	346
1060	Fred  Forbes	347
1061	Scott  Forbes	347
1062	David  Forbes	347
1063	James  Forbes	347
1064	Gerhard  Hahn	348
1065	Andreas  Langsdorf	348
1066	Ulrich  Fotheringham	348
1067	Hauke  Esemann	348
1068	Bernd  Hoppe	348
1069	Sybill  Nuttgens	348
1070	Michael S. Hulen	349
1071	Shoji  Kobayashi	350
1072	Motohiro  Komatsu	350
1073	Hidetada  Sugiyama	350
1074	Takeshi  Masuda	350
1075	Lothar  Finzel	351
1076	Dieter  Kunze	351
1077	Gunter  Zeidler	351
1078	Rainer  Kossat	351
1079	Niels F. Jacksen	352
1080	Jeffrey G. Tibbitt	352
1081	Michael A. Sepulveda	352
1082	R. Gary Diaz	353
1083	John J. Gemender	353
1084	Steven J. Dager	353
1085	Ronald L. Baughman	353
1086	R. Gary Diaz	354
1087	John J. Gemender	354
1088	Steven J. Dager	354
1089	Ronald L. Baughman	354
1090	R. Gray Diaz	355
1091	John J. Gemender	355
1092	Steven J. Dager	355
1093	Ronald L. Baughman	355
1094	Diaz; R. Gary	356
1095	Gemender; John J.	356
1096	Dager; Steven J.	356
1097	Baughman; Ronald L.	356
1098	Andrew R. Reading	357
1099	Carl D. Ensfield	357
1100	Gideon  Eden	357
1101	Susan  Rauschl	357
1102	Timothy A. Nevius	357
1103	Gerhard  Wiegleb	357
1104	Robert K. Zummer	357
1105	Atul  Shah	357
1106	Richard C. Walker	358
1107	Pedro  Moreno	359
1108	Robert A. Lodder	359
1109	William  O'Connor	359
1110	James E. Muller	359
1111	Olsson; Kjell	360
1112	Christoph  Nachtigall	361
1113	Ulrich  Mescheder	361
1114	Ronald R. Bush	362
1115	Schofield; Kenneth	363
1116	Larson; Mark L.	363
1117	Vadas; Keith J.	363
1118	Andres; Jacques	364
1119	Vardeny; Zeev V.	365
1120	Jeglinski; Stefan A.	365
1121	Lane; Paul A.	365
1122	Mann; Wayne L.	366
1123	Partlow; Dennis R.	366
1124	Mitchell; James P.	367
1125	Loureiro Benimeli; Fermin Jaime	368
1126	Mann; Wayne L.	369
1127	Laufer; Zohar	370
1128	Ray; Michael	371
1129	Simmons; George R.	372
1130	Dougherty; Edmond J.	372
1131	Andersson; Anders G.	372
1132	Bone; Gregory M.	372
1133	Augustine, Jr.; Albert	372
1134	Griswold; Charles T.	372
1135	Giegerich; Gary D.	372
1136	Giegerich; Paul T.	372
1137	Van Ocker; William G.	372
1138	Fletcher; Christopher L.	373
1139	Minakami; Hiroyuki	374
1140	Minakami; Motoyuki	374
1141	Kimmel; Kevin S.	375
1142	Hawk; Neal A.	375
1143	Goulet; Douglas P.	376
1144	Ziesel; Lawrence B.	376
1145	Weinaug; Kenneth S.	376
1146	Coffey; Jimmie L.	376
1147	Jiang; Jung-Jye	377
1148	Hollenberg; Dennis D.	378
1149	Mimura; Ikuo	379
1150	Adachi; Keiji	379
1151	Gehlot; Narayan L.	380
1152	Amin; Jaymin	381
1153	Aust; John Andrew	381
1154	Sanford; Norman A.	381
1155	Bendett; Mark P.	381
1156	Dobler; Gunter	382
1157	Rothe; Siegfried	382
1158	Betzitza; Peter	382
1159	Hartlieb; Markus	382
1160	Tennant; William E.	383
1161	McLevige; William V.	383
1162	Sugitani; Nobuyoshi	384
1163	Hood; David Darby	385
1164	Sherrill; David	385
1165	Kneale; Todd Douglas	385
1166	Toth; Louis Stephen	385
1167	Stanley; David Michael	385
1168	Moore; Gene Bruce	385
1169	Berry; Mark Lane	385
1170	Garcia; Robert Michael	385
1171	Sobko; William Richard	385
1172	Hanks; Donald	385
1173	Shultz; Douglas Ellwood	385
1174	Brayton; John Roger	385
1175	Clark; Walter Dennis	385
1176	Mara; Leo M.	386
1177	Schofield; Kenneth	387
1178	Larson; Mark L.	387
1179	Vadas; Keith J.	387
1180	Dahm; Donald J.	388
1181	Dahm; Kevin D.	388
1182	Tessiot; Jean	389
1183	Wangler; Richard J.	390
1184	Gustavson; Robert L.	390
1185	McConnell, II; Robert E.	390
1186	Fowler; Keith L.	390
1187	Higashi; Robert E.	391
1188	Holmen; James O.	391
1189	Johnson; Robert G.	391
1190	Nelson; David D.	392
1191	McManus; J. Barry	392
1192	Zahniser; Mark	392
1193	Kolb; Charles E.	392
1194	Isaak; Harlan R.	393
1195	Auty; Glen William	394
1196	Corke; Peter Ian	394
1197	Dunn; Paul Alexander	394
1198	MacIntyre; Ian Barry	394
1199	Mills; Dennis Charles	394
1200	Simons; Benjamin Francis	394
1201	Jensen; Murray John	394
1202	Knight; Rodney Lavis	394
1203	Pierce; David Stuart	394
1204	Balakumar; Ponnampalam	394
1205	Shenk; John S.	395
1206	Westerhaus; Mark O.	395
1207	Rendon; Edward	396
1208	Doherty; John A.	397
1209	Kalbfleisch; Charles A.	397
1210	Keathley; Donald P.	397
1211	Collins; William J.	397
1212	Ran; Bin	398
1213	Huang; Wenjing	398
1214	Radford; William A.	399
1215	Wilson; Jerry A.	399
1216	Street; Graham Stewart Brandon	400
1217	VonBargen; Kenneth P.	401
1218	Lotz; Walter E.	402
1219	Lanese; Gustino J.	403
1220	Zalar; Frank E.	403
1221	Olwert; Ronald J.	403
1222	Isaak; Harlan R.	404
1223	Pompei; Francesco	405
1224	Hart; James P.	406
1225	Roberts; Wesley W.	406
1226	Geurts; Charles G.	406
1227	Doherty; John A.	407
1228	Kalbfleisch; Charles A.	407
1229	Keathley; Donald P.	407
1230	Collins; William J.	407
1231	Zucker; Menachem S.	408
1232	Iddan; Gabriel J.	408
1233	Costello; Bernard J.	409
1234	Hogan; Brendan F.	409
1235	Tseng; Ling-Yuan	410
1236	Meeker; David L.	411
1237	Hall; Kenneth G.	411
1238	Martin; John S.	412
1239	Hapgood; John H.	412
1240	Rash; Clarence	412
1241	Johnson; Parley P.	412
1242	Hocker; G. Benjamin	413
1243	Holmen; James O.	413
1244	Johnson; Robert G.	413
1245	Kosmatka; Walter J.	414
1246	Lanese; Gustino J.	414
1247	Hata; Shuji	415
1248	Ellis; Ernest W.	416
1249	Foley; Diane M.	416
1250	Arnold; Dana R.	416
1251	Powell; Ken R.	417
1252	Driscoll; Rusty	417
1253	Curry; John J.	418
1254	Guckian; Robert C.	418
1255	Hall; John M.	418
1256	Sijgers; Hendrik K.	418
1257	VonBargen; Kenneth P.	419
1258	Hoffman; Robert C.	420
1259	Barr; Dallas N.	421
1260	Nettleton; John E.	421
1261	Redman; Brian C.	421
1262	Fox; Clifton S.	421
1263	Ehrlich; John J.	422
1264	Davenport; Wayne E.	422
1265	Taylor; Travis S.	422
1266	Nelson; Elizabeth H.	423
1267	VonBargen; Kenneth P.	424
1268	St-Louis; Jonathan P.	425
1269	St-Louis; Kai G.	425
1270	Chow; Sen-Te	426
1271	Nettleton; John E.	427
1272	Barr; Dallas N.	427
1273	Habersat; James D.	427
1274	Lei; Jonathan S.	427
1275	Carlon; Hugh R.	428
1276	DeThomas; Frank A.	429
1277	VonBargen; Kenneth P.	429
1278	Nonemaker; Richard K.	430
1279	Rogers; James E.	431
1280	Markandey; Vishal	432
1281	Flinchbaugh; Bruce	432
1282	Hollister; Floyd H.	432
1283	Nelson; Elizabeth H.	433
1284	Blake; Frederick H.	434
1285	Zimmermann; Peter H.	435
1286	McDonald; Paul A.	435
1287	Wong; Fred	436
1288	Ku; Yen-Hui	436
1289	Hacskaylo; Michael	437
1290	Henson; H. Keith	438
1291	Daley; Thomas W.	439
1292	Uyreshiro; Vale T.	439
1293	Jackson; David A.	440
1294	Conway; Thomas G.	441
1295	McClean; Robin-Lynn G.	441
1296	Walker; Grayson W.	441
1297	Sato; Robert N.	442
1298	Wu; Chan-Shin	442
1299	Wen; Cheng P.	442
1300	Utterback; Jeffrey J.	443
1301	Mecca; Randall S.	443
1302	Lou; Liang-fu	444
1303	Wieboldt; Richard C.	445
1304	Adams; Gregory E.	445
1305	Kennedy; James J.	446
1306	Trivedi; Sudhir B.	446
1307	Rosenthal; Robert D.	447
1308	Paynter; Lynn N.	447
1309	Mackie; Linda H.	447
1310	Marman; Douglas H.	448
1311	Winters; Robert C.	448
1312	Orler; Anthony J.	449
1313	Hobrock; Lowell M.	449
1314	Lippey; Barret	449
1315	Bly; Vincent T.	450
1316	Schierbeek; Kenneth L.	451
1317	Larson; Mark L.	451
1318	Schofield; Kenneth	451
1319	Comeyne; Robert G.	452
1320	Pistor; Helmut H.	453
1321	Lerner; Hershey	454
1322	Lerner; Bernard	454
1323	Guscott; John K.	455
1324	Perilloux; Bruce E.	456
1325	Vincent; Stephen D.	456
1326	Mellor; Charles	457
1327	Fohl; Timothy	457
1328	Conway; Thomas G.	458
1329	Dyck; Rudolph H.	459
1330	Kim; Jae S.	459
1331	Klein; James E.	460
1332	Velez; Jose	461
1333	Borah; Joshua D.	461
1334	Jackson; John	462
1335	Soileau, Jr.; Marion J.	463
1336	Van Stryland; Eric W.	463
1337	Davis; Dennis M.	464
1338	Hoffland; Lynn D.	464
1339	Rockley; Mark G.	464
1340	Minahan; Joseph A.	465
1341	Hamilton; Mark L.	466
1342	Baloutch; Essacq	467
1343	Baloutch; Jacqueline	467
1344	James; Richard K.	468
1345	Broughton; Robert S.	469
1346	Laumeister; William C.	469
1347	Curtis; Daniel L.	470
1348	Ryan; Robert E.	471
1349	Kennedy, Jr.; John A.	472
1350	Begley; Timothy H.	473
1351	Pistor; Helmut H.	474
1352	Lacatus; Emilia E.	475
1353	Rabinovitch; Elvira B.	475
1354	Summers; James W.	475
1355	Baer; Thomas M.	476
1356	Keirstead; Mark S.	476
1357	James; Bobby D.	477
1358	Pistor; Helmut H.	478
1359	Bharara; Manmohan S.	479
1360	Nevin; Ira	479
1361	Lacatus; Emilia E.	480
1362	Rabinovitch; Elvira B.	480
1363	Summers; James W.	480
1364	Welsh; James N.	481
1365	Larsson; Klas G. I.	482
1366	Lindholm; Rolf C.	482
1367	Strom; Johan P.	482
1368	Bloss; F. Donald	483
1369	Passaro; Robert E.	484
1370	Williams; Kevin G.	484
1371	Parnoff; George K.	484
1372	Rogers; Raymond E.	484
1373	Rusche; Gerald A.	485
1374	Forsch; Henry A.	485
1375	Barrett; John R.	486
1376	Kobayashi; Tazo	487
1377	Hacskaylo; Michael	488
1378	Wally; Joseph H.	489
1379	Wilson; Samuel E.	489
1380	Fournier; William R.	490
1381	Kane; Thomas A.	491
1382	Meniconi; Vittorio	492
1383	Reine; Marion B.	493
1384	Kusner; Ronald R.	493
1385	Phillips; Stephen R.	494
1386	Van Vonno; Nicolaas W.	495
1387	Hull; Richard	495
1388	Reinecke; Paul S.	495
1389	Dinan; John H.	496
1390	Gutierrez; William A.	496
1391	Hansen; Per K.	497
1392	Paine; Christopher G.	498
1393	White; William J.	498
1394	Resnick; Susan J.	498
1395	Moyers; Thomas E.	499
1396	Webster; Donald R.	500
1397	Brighton; Andrew P.	501
1398	Jacobs; Harold	502
1399	Dixon, Jr.; Samuel	502
1400	Malecki; Edmund E.	502
1401	Gutierrez; William A.	503
1402	Wilson; Herbert L.	503
1403	Rotolante; Ralph A.	504
1404	Koehler; Toivo	504
1405	Pollard; John H.	505
1406	Webster; Donald R.	506
1407	Freeman; W. Larry	507
1408	Pollard; John H.	508
1409	Ramsey, Jr.; John B.	508
1410	Webster; Donald R.	509
1411	Reinhardt; Richard L.	510
1412	Williams; Billie R.	510
1413	Woodring; Michael J.	510
1414	Lane; Marvin M.	511
1415	Garnett; Eric W. D.	511
1416	Barnes; Robert R.	512
1417	Myers; Charles L.	512
1418	Harnagel; Gary L.	513
1419	Laga; Gerry T.	513
1420	Harrison; Joseph M.	513
1421	Twaddell; Victor A.	513
1422	Rotolante; Ralph A.	514
1423	Koehler; Toivo	514
1424	McLean; Michael E.	515
1425	Kjeer; Clayton P.	516
1426	Hobbs; Jim F.	517
1427	Smyser; Craig	517
1428	Hobbs; Jim F.	518
1429	Smyser; Craig	518
1430	Meijer; Roelf J.	519
1431	Lorenze, Jr.; Robert V.	520
1432	White; William J.	520
1433	Tanguy; Jean	521
1434	Bruno; Richard	522
1435	Hermann; Wilhelm	522
1436	Horster; Horst	522
1437	Kersten; Reinhard	522
1438	Klinkenberg; Klaus	522
1439	Mahdjuri; Faramarz	522
1440	Bannigan; John	522
1441	Dreyfuss; Patricia	523
1442	Kennedy; Joseph P.	523
1443	King; Gerard J.	524
1444	Martino; Joseph F.	524
1445	King; Gerard J.	525
1446	Martino; Joseph F.	525
1447	Shaw; John B.	526
1448	Blatt; Peter R.	526
1449	Gesswein; Francis I.	526
1450	Sharkins; Allen J.	527
1451	Bruce; William A.	528
1452	Street, Jr.; Marion W.	528
1453	Frantti; Edsel W.	529
1454	Antol; Ronald F.	529
1455	Heinrich A.  Eberl	530
1456	Roland H. C.  Eberl	530
1457	David P.  Dickerson	530
1458	Karsten  Koenigstein	530
1459	Edgar  Jochheim	530
1460	Kousuke  Yoshimi	531
1461	Christopher Paul  Urmson	532
1462	Michael Steven  Montemerlo	532
1463	Jiajun  Zhu	532
1464	Nathaniel  Fairfield	533
1465	David Ian  Ferguson	533
1466	Abhijit  Ogale	533
1467	Matthew  Wang	533
1468	Yangli Hector  Yee	533
1469	Wei-Peng  CHEN	534
1470	Chetan  RAMAIAH	534
1471	Mitsunobu  Yoshida	535
1472	Masakazu  Miya	535
1473	Yoshihiro  Shima	535
1474	Junichi  Takiguchi	535
1475	Ryujiro  Kurosaki	535
1476	Kazuyuki  Sakurai	536
1477	Urban  Meis	537
1478	Christoph  Wiedemann	537
1479	Wladimir  Klein	537
1480	Axel  Roth	537
1481	Mari Joan  Hilario	537
1482	Steen  Kristensen	537
1483	Matthias  Zobel	537
1484	Wende  Zhang	538
1485	Sanjeev M.  Naik	538
1486	Bo  Li	539
1487	Jian  Yu	539
1488	Xiao  Zhang	539
1489	Rong  Dong	539
1490	Dengbiao  Jiang	539
1491	Zhaozheng  Chen	539
1492	Qimei  Chen	539
1493	Richard Mark  Friedhoff	540
1494	Bruce Allen  Maxwell	540
1495	Casey Arthur  Smith	540
1496	Wende  Zhang	541
1497	Qi  Wu	541
1498	Tsuhan  Chen	541
1499	Wladimir  Klein	542
1500	Michael  Walter	542
1501	Hiroaki  Nashizawa	543
1502	William Gregory  Hundley	544
1503	Craig A.  Hamilton	544
1504	Kimberly  Lane	544
1505	Tim  Morgan	544
1506	Frank  Torti	544
1507	Jeong-Ah  Jang	545
1508	Dong-Yong  Kwak	545
1509	Steven  Nielsen	546
1510	Curtis  Chambers	546
1511	Jeffrey  Farr	546
1512	Claudie  Tumayan	547
1513	Louis  Parisot	547
1514	Dae Joong  Yoon	548
1515	Jae Seob  Choi	548
1516	Ho Gi  Jung	548
1517	WENDE  ZHANG	549
1518	JINSONG  WANG	549
1519	Andreas  Kuehnle	550
1520	Cathy  Boon	550
1521	Srihari V.  Angaluri	551
1522	Gary D.  Cudak	551
1523	Christopher J.  Hardee	551
1524	Randall C.  Humes	551
1525	Ido  Omer	552
1526	Eyal  Ofek	552
1527	Magnus  Brandin	553
1528	Per  Landfors	553
1529	Barry P.  Mandel	554
1530	Rakesh  Kulkarni	554
1531	Wende Zhang	555
1532	Sanjeev M. Naik	555
1533	Steffen Wachsmann	556
1534	Robert Laux	556
1535	Purushottaman Nandakumar	557
1536	Vinay Chandra	557
1537	Andreas Kuehnle	558
1538	Yuanwei LAO	559
1539	Rudra Narayan Hota	560
1540	Kishore Jonna	560
1541	Radha Krishna Pisipati	560
1542	Daniel Rohwer	561
1543	Caroline Robert	562
1544	Samia Ahiad	562
1545	Xiyuan Zhang	562
1546	Andreas Kuehnle	563
1547	Cathy Boon	563
1548	Wladimir Klein	564
1549	Michael Walter	564
1550	Toru Saito	565
1551	Ryujiro Fujita	566
1552	Hiroto Inoue	566
1553	Naohiko Ichihara	566
1554	Takehiko Shioda	566
1555	Hidenori Sato	567
1556	Chandra Pendyala	568
1557	Robert Broadhead	568
1558	Rajan Rajbhandari	568
1559	Roy Riggs	568
1560	Xue Li	569
1561	Soichiro Yokota	569
1562	Hideaki Hirai	569
1563	Urban Meis	570
1564	Christoph Wiedemann	570
1565	Wladimir Klein	570
1566	Axel Roth	570
1567	Mari Joan Hilario	570
1568	Steen Kristensen	570
1569	Matthias Zobel	570
1570	Howard L. Operowsky	571
1571	Edith H. Stern	571
1572	Barry E. Willner	571
1573	Veit HELD	572
1574	Dario BAGNOLI	572
1575	Igor ZIVKOVIC	572
1576	Prashant Jagdish NARULA	572
1577	Andreas HEITMANN	572
1578	Andreas KULMS	572
1579	Ralf MAJEWSKI	572
1580	H. Toby MARKOWITZ	573
1581	Lane PHILLIPS	573
1582	Victoria Lynn INTERRANTE	573
1583	Mirai Higuchi	574
1584	Morihiko Sakano	574
1585	Takeshi Shima	574
1586	Shoji Muramatsu	574
1587	Tatsuhiko Monji	574
1588	Tommie K. Anderson	575
1589	Robert M. Schwartz	575
1590	Vesa Johannes Leppanen	576
1591	Adam Robert Rousselle	576
1592	Hugh Andrew Clymer	576
1593	Leighton Dalmasse	576
1594	Brian Beck	576
1595	Jari Kinnunen	576
1596	Andrey Shipilov	576
1597	Tadashi Miyahara	577
1598	Toyoaki Kitano	577
1599	Hideto Miyazaki	577
1600	Tsutomu Matsubara	577
1601	Kuniyo Ieda	577
1602	Minoru Ozaki	577
1603	Syoji Tanaka	577
1604	Takashi Nakagawa	577
1605	Tomohiro Shiino	577
1606	Wataru Yamazaki	577
1607	Benjamin Perkins Foss	578
1608	SZE-YAO NI	579
1609	YUANG-TZONG LAN	579
1610	TOM C.I. LIN	579
1611	YI-WEI CHEN	579
1612	Masaki Nakamura	580
1613	Koichi Nakao	580
1614	Motoki Kanba	580
1615	Ryujiro Fujita	581
1616	Dennis H. Klein	582
1617	Kousuke Yoshimi	583
1618	Jon H. Bechtel	584
1619	Jeremy C. Andrus	584
1620	Gregory S. Bush	584
1621	David J. Wright	584
1622	Jim L. Schneider	584
1623	Tom B. Sherman	584
1624	Chih-Jen Wu	585
1625	Shung-Yung Tsai	585
1626	Wen-Hsiang Tsai	585
1627	Katsutoshi Izawa	586
1628	Makoto Oishi	586
1629	Takeshi Misawa	586
1630	Ido Omer	587
1631	Eyal Ofek	587
1632	Tomoyoshi Aoki	588
1633	Sachio Kobayashi	588
1634	Naoki Mori	588
1635	Takuma Nakamori	588
1636	Robert William Petrie	589
1637	Paul Walton	589
1638	George Derrick Darby, Jr.	589
1639	Juan Carlos Santamaria	589
1640	Augusto Opdenbosch	589
1641	Gideon P. Stein	590
1642	Ori Shachar	590
1643	Yoav Taieb	590
1644	Uri Wolfovitz	590
1645	Mitsunobu YOSHIDA	591
1646	Masakazu MIYA	591
1647	Yoshihiro SHIMA	591
1648	Junichi TAKIGUCHI	591
1649	Ryujiro KUROSAKI	591
1650	Joshua Burdick	592
1651	Naoki Kawasaki	593
1652	Chris Pershing	594
1653	David P. Carlson	594
1654	Gideon P. Stein	595
1655	Ori Shachar	595
1656	Yoav Taieb	595
1657	Uri Wolfovitz	595
1658	Dennis H Klein	596
1659	Heinrich A. EBERL	597
1660	Roland H. C. Eberl	597
1661	David P. Dickerson	597
1662	Karsten Konigstein	597
1663	Edgar Jochheim	597
1664	Paulo Alexandre Teixeira e Silva Cardoso	598
1665	Ichiro Yoshida	599
1666	Masayuki Taki	599
1667	Tochukwu Iwuchukwu	600
1668	Nathaniel Fairfield	601
1669	Christopher Urmson	601
1670	Sebastian Thrun	601
1671	Jens FAENGER	602
1672	Hauke SCHMIDT	602
1673	Dennis H. Klein	603
1674	Mitsunobu Yoshida	604
1675	Masakazu Miya	604
1676	Yshihiro Shima	604
1677	Junichi Takiguchi	604
1678	Ryujiro Kurosaki	604
1679	Kosita Robert	605
1680	Haomin Jin	606
1681	Henry H. Wall, III	607
1682	Andreas Kuehnle	608
1683	Cathy Boon	608
1684	Andreas Kuehnle	609
1685	Bret Taylor	610
1686	Luc Vincent	610
1687	Chandra Pendyala	611
1688	Robert Broadhead	611
1689	Rajan Rajbhandari	611
1690	Roy Riggs	611
1691	Steven Nielsen	612
1692	Curtis Chambers	612
1693	Jeffrey Farr	612
1694	Hidenori Sato	613
1695	David A. Schwartz	614
1696	Jan K. Schiffmann	614
1697	Lisa R. Hamilton	614
1698	Chandra Pendyala	615
1699	Robert Broadhead	615
1700	Rajan Rajbhandari	615
1701	Roy Riggs	615
1702	Bernard Cheuk Mun Fong	616
1703	Wan Chi Siu	616
1704	Shaopeng Yang	617
1705	Naoki Nitanda	618
1706	Toru Saito	619
1707	Kazuyuki Sakurai	620
1708	Kenji Takahashi	621
1709	Katsuhiko Takahashi	622
1710	Joseph F. Szczerba	623
1711	Thomas A. Seder	623
1712	Dehua Cui	623
1713	Mikio Sasaki	624
1714	Joel Sandstrom	625
1715	Emma Rozadas	625
1716	Valentin Lefevre	626
1717	Nicolas Livet	626
1718	Takayuki Hoshizaki	627
1719	Alexander Bovyrin	628
1720	Konstantin Rodyushkin	628
1721	William Gregory Hundley	629
1722	Craig A. Hamilton	629
1723	Kimberly Lane	629
1724	Tim Morgan	629
1725	Frank Torti	629
1726	Ralph B. D'Agostino	629
1727	Michael Zarkh	630
1728	Moshe Klaiman	630
1729	Wende Zhang	631
1730	Qi Wu	631
1731	Tsuhan Chen	631
1732	Jin-Sang Lee	632
1733	Henry H. Wall, III	633
1734	Tatsuo Sakai	634
1735	Tomoharu Nakahara	634
1736	Hitoshi Kitano	634
1737	Yukihiko Kitano	634
1738	Tsuyoshi Yamane	634
1739	Hiroyuki Fujii	634
1740	Hong Wang	635
1741	Xun Guo	635
1742	Chunwei Liu	635
1743	Hiroaki Kataoka	636
1744	Shioya Kageyama	636
1745	Chih-Jen WU	637
1746	Shung-Yung TSAI	637
1747	Wen-Hsiang TSAI	637
1748	Steven E. Nielsen	638
1749	Curtis Chambers	638
1750	David Pennington	638
1751	Jeffrey Farr	638
1752	Martin Siereveld	639
1753	Jochem De Jong	639
1754	Serhiy Tkachenko	639
1755	Patricia A. Keaton	640
1756	Qin Jiang	640
1757	Fatih Porikli	640
1758	Wende Zhang	641
1759	Sanjeev M. Naik	641
1760	Daniel Rohwer	642
1761	Claude Laflamme	643
1762	Yoshiyuki Sogawa	644
1763	Wende Zhang	645
1764	Sanjeev M. Naik	645
1765	Martin Siereveld	646
1766	Jochem De Jong	646
1767	Serhiy Tkachenko	646
1768	Joshua H. Burdick	647
1769	Masatoshi Kumagai	648
1770	Takumi Fushiki	648
1771	Takayoshi Yokota	648
1772	Kazuya Kimita	648
1773	Gordon Ivan Dodds	649
1774	Karen McMenemy	649
1775	Ashraf Zatari	649
1776	Robert M. Soulchin	650
1777	Jonathan K. Agree	650
1778	Brian J. Smyth	650
1779	Arie Traupianski	651
1780	Katsutoshi Izawa	652
1781	Makoto Oishi	652
1782	Takeshi Misawa	652
1783	Masatoshi Uchida	653
1784	Alan Penn	654
1785	Scott F. Thompson	654
1786	William Rory Crowder	655
1787	Tomoyoshi Aoki	656
1788	Sachio Kobayashi	656
1789	Naoki Mori	656
1790	Takuma Nakamori	656
1791	Howard L. Operowsky	657
1792	Edith H. Stern	657
1793	Barry E. Willner	657
1794	Uri Karazi	658
1795	Thomas Fechner	659
1796	Stefan Heinrich	659
1797	Dirk Ulbricht	659
1798	Masaki Nakamura	660
1799	Koichi Nakao	660
1800	Motoki Kanba	660
1801	Antoine Martin	661
1802	Gilles Rochefort	661
1803	Martin Lefebure	661
1804	Jay M. Brooks	662
1805	Kenneth Schofield	663
1806	Mark L Larson	663
1807	Keith J Vadas	663
1808	Naoki Kawasaki	664
1809	Naoki Kawasaki	665
1810	Patricia Ann Keaton	666
1811	Jeffrey Brokish	666
1812	GIDEON P. STEIN	667
1813	Ori Shachar	667
1814	Yoav Taieb	667
1815	Uri Wolfovitz	667
1816	Gary Marvin Bares	668
1817	Sarah Rosenstein	669
1818	Craig A. Olbrich	669
1819	John S. Dunfield	669
1820	Lauren Renee Henry	669
1821	Christle Lee Dudenhoefer	669
1822	David A. Schwartz	670
1823	Jan K. Schiffmann	670
1824	Lisa R. Hamilton	670
1825	Yuji Otsuka	671
1826	Shoji Muramatsu	671
1827	Hiroshi Takenaga	671
1828	Jiro Takezaki	671
1829	Tatsuhiko Monji	671
1830	Fatih M. Porikli	672
1831	Jie Shao	672
1832	Henry H. Wall	673
1833	Haomin Jin	674
1834	Ryujiro Fujita	675
1835	Naoki Kawasaki	676
1836	Benjamin Perkins Foss	677
1837	Barrett Moore H.	678
1838	Ryujiro Fujita	679
1839	Hiroto Inoue	679
1840	Naohiko Ichihara	679
1841	Takehiko Shioda	679
1842	Donald Spector	680
1843	Barbara Carver E.	680
1844	Edward Jung K.Y.	681
1845	Royce Levien A.	681
1846	Robert Lord W.	681
1847	Mark Malamud A.	681
1848	John Rinaldo D.   JR.	681
1849	Claude Laflamme	682
1850	Shimon Brecher	683
1851	Bret Taylor	684
1852	Luc Vincent	684
1853	Assaf Zomet	685
1854	Shmuel Peleg	685
1855	Michael Zarkh	686
1856	Moshe Klaiman	686
1857	Hirofumi Ishii	687
1858	Kazufumi Mizusawa	687
1859	Tsuyoshi Okada	687
